Emirate,Police Station,Year,Month,Date,City,Road,Report Number,Day,Week,Report type,Reasons,Computed,Streets,Street,Place,Location,lighting,Weather,Road surface,Intersection,Accident Type,Nationalities,Seat Belt,Injured person position,Injured person's seat,Degree of the injury,Age of the injured,Gender,Gender of the injured,Inp Age,Age Group,Date - Month,Nationality of the Injured person,Day,Iac Rep Time,Time,Age Group - Ministry,Computed2,Area,Block,Str Code,Accident Description,Location,Fasten seat belt,Road speed limit,Pedestrian action,Number of Lanes
Abu Dhabi,Khaldiya Police Station,2013,March,30-03-13,Abu Dhabi,Internal road,1.0013E+11,30,Fifth week,Traffic accident with injuries,Ignoring road lane,1,IP1E IntersectionRashed Bin Saeed Al-Maktoum - Falah,IP1E IntersectionRashed Bin Saeed Al-Maktoum - Falah,Commercial area,Intersection,day,clear,Dry,Multiple leg Intersection,Perpendicular collision,Sultanate of Oman,Y,Driver,Driver's seat,Minor,22,M,Male,22,18 to 30 years,Mar,GCC,Saturday,16:02,PM,18 to 30 years,1,Manhal,Block 14-2,153,"After examining and inspecting the accident's site, the following was revealed:- 
the vehicle that caused the accident was travelling to the north taking the far left lane. The first afflicted vehicle was in the traffic at the edge of the crossroad, the second and the third were on the opposite side of crossroads. When the former reach the crossroad he made a turn to the left. The first afflicted vehicle vehicle didn’t stick to his lane and entered the crossroads after the traffic turned green and collided from the front side with the right side of the second afflicted vehicle. Leading the latter to spin and collide from back side with the from side of the third afflicted vehicle. as a result, the driver and the passengers of the former vehicle were injured and material damages were caused to the vehicles. The accident was diagrammed.",Intersection of marriage fund (formerly General Command),Yes,60,None,4
Abu Dhabi,Shaabiya Police Station,2013,March,31-03-13,Abu Dhabi,Internal road,1.0013E+11,31,Fifth week,Traffic accident with injuries,Misuse of traffic,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),Commercial area,Unknown,day,clear,Dry,Not on Intersection,Person run over,India,N,Pedestrian,No passenger,Minor,3,M,Male,3,1 to 7 years,Mar,Asian States,Sunday,11:20,AM,Below 18 years,1,Hadbat Al Zafaran,Block 40-1,13,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the north to the south in a sub-steer behind Emirates Discount Market. the victim was crossing the street from the west to the east from the middle of the street. The driver was surprised by the sudden appearance of the victim and hit him with the front of his car. As a result, the victim was moderately injured. As shown in the diagram.","Side Road, Behind Emirates for Sales, Hazaa Bin Zayed Street",No,60,"Cross, but not on the crosswalk",2
Abu Dhabi,Khaldiya Police Station,2013,March,31-03-13,Abu Dhabi,Internal road,1.0013E+11,31,Fifth week,Traffic accident with injuries,Bypassing the red traffic light,1,Street Zayed Al Awal(7),Street Zayed Al Awal(7),Residential area,Intersection,day,clear,Dry,Multiple leg Intersection,Perpendicular collision,Philippines,N,Passenger,Back passenger seat,Minor,41,F,Female,41,31 to 45 years,Mar,Asian States,Sunday,13:15,PM,31 to 45 years,1,Khaldiya,Block 53-2,25,"After examining and inspecting the accident's site, the following was revealed:-
   the vehicle that caused the accident was travelling from the south to the west taking the middle lane. When reached the crossroads, the former ran the red light and collided from the front side with the front right side of the afflicted vehicle which was travelling from the north to south. As a result, the passenger was injured and material damages were caused to the vehicles. ","Khaldiya area, Zayed Al Awal Street",No,60,None,4
Abu Dhabi,Shaabiya Police Station,2013,March,31-03-13,Abu Dhabi,Internal road,1.0013E+11,31,Fifth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP86 IntersectionAl Sharqi (Muroor) - Street 21,IP86 IntersectionAl Sharqi (Muroor) - Street 21,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,Y,Driver,Driver's seat,Minor,23,M,Male,23,18 to 30 years,Mar,UAE,Sunday,16:30,PM,18 to 30 years,1,Hadbat Al Zafaran,Block 20-1,181,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the east to the west taking the left side lane and wanting to turn to the south. The afflicted vehicle was travelling fro the west to the east taking the the second lane from then left. The former ran the red light and collided from right side with the front side of the afflicted vehicle, as a result, the driver and the two passengers of the afflicted vehicle was injured and material damages were caused to vehicles. ","Muroor Street, Pakistani Intersection",Yes,60,None,4
Abu Dhabi,Shaabiya Police Station,2013,March,31-03-13,Abu Dhabi,Internal road,1.0013E+11,31,Fifth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP86 IntersectionAl Sharqi (Muroor) - Street 21,IP86 IntersectionAl Sharqi (Muroor) - Street 21,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Philippines,Y,Passenger,Front passenger seat,Minor,31,M,Male,31,31 to 45 years,Mar,Asian States,Sunday,16:30,PM,31 to 45 years,1,Hadbat Al Zafaran,Block 20-1,181,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the east to the west taking the left side lane and wanting to turn to the south. The afflicted vehicle was travelling fro the west to the east taking the the second lane from then left. The former ran the red light and collided from right side with the front side of the afflicted vehicle, as a result, the driver and the two passengers of the afflicted vehicle was injured and material damages were caused to vehicles.","Muroor Street, Pakistani Intersection",Yes,60,None,4
Abu Dhabi,Shaabiya Police Station,2013,March,31-03-13,Abu Dhabi,Internal road,1.0013E+11,31,Fifth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP86 IntersectionAl Sharqi (Muroor) - Street 21,IP86 IntersectionAl Sharqi (Muroor) - Street 21,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Philippines,Y,Passenger,Back passenger seat,Minor,35,M,Male,35,31 to 45 years,Mar,Asian States,Sunday,16:30,PM,31 to 45 years,1,Hadbat Al Zafaran,Block 20-1,181,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the east to the west taking the left side lane and wanting to turn to the south. The afflicted vehicle was travelling fro the west to the east taking the the second lane from then left. The former ran the red light and collided from right side with the front side of the afflicted vehicle, as a result, the driver and the two passengers of the afflicted vehicle was injured and material damages were caused to vehicles.","Muroor Street, Pakistani Intersection",Yes,60,None,4
Abu Dhabi,Al Madina Police Station,2013,April,01-04-13,Abu Dhabi,Internal road,1.0013E+11,1,First week,Traffic accident with injuries,Bypassing the red traffic light,1,Street Zayed Al Awal(7),Street Zayed Al Awal(7),Residential area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Pakistan,N,Driver,Driver's seat,Minor,33,M,Male,33,31 to 45 years,Apr,Asian States,Monday,3:25,PM,31 to 45 years,1,Mina,Block 73-1,25,"After examining and inspecting the accident's site, the following was revealed:-
the first vehicle that caused the accident was travelling from the south to the north in The First Zaied Street. The second was travelling from the west to the east. One of the vehicles ran the red light leading the former to collide from the front left side with the front side of the latter. As a result, the driver and the passenger of the second afflicted vehicle were injured and material damages were caused to the vehicles. As Shown in the diagram. ","Tourist Club Area, Zayed Al Awal Street, intersection with Dana Hotel",No,80,None,4
Abu Dhabi,Al Madina Police Station,2013,April,01-04-13,Abu Dhabi,Internal road,1.0013E+11,1,First week,Traffic accident with injuries,Bypassing the red traffic light,1,Street Zayed Al Awal(7),Street Zayed Al Awal(7),Residential area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Bangladesh,N,Passenger,Back passenger seat,Minor,27,M,Male,27,18 to 30 years,Apr,Asian States,Monday,3:25,PM,18 to 30 years,1,Mina,Block 73-1,25,"After examining and inspecting the accident's site, the following was revealed:-
the first vehicle that caused the accident was travelling from the south to the north in The First Zaied Street. The second was travelling from the west to the east. One of the vehicles ran the red light leading the former to collide from the front left side with the front side of the latter. As a result, the driver and the passenger of the second afflicted vehicle were injured and material damages were caused to the vehicles. As Shown in the diagram.","Tourist Club Area, Zayed Al Awal Street, intersection with Dana Hotel",No,80,None,4
Abu Dhabi,Al Madina Police Station,2013,April,01-04-13,Abu Dhabi,Internal road,1.0013E+11,1,First week,Traffic accident with injuries,Ignoring road lane,1,IP41C Street Mina (Intersection???? ???? ???????),IP41C Street Mina (Intersection???? ???? ???????),Govt. authority,Intersection,day,clear,Dry,Perpendicular Intersection,Side collision,Bangladesh,N,Driver,bike passenger,Minor,22,M,Male,22,18 to 30 years,Apr,Asian States,Monday,8:30,AM,18 to 30 years,1,Mina,Block 91-1,116,"After examining and inspecting the accident's site, the following was revealed:-
The vehicle that caused the accident (motorcycle) was travelling from the south to the north passing from a place not fro motorcycles. The afflicted vehicle was travelling from the south to the north wanting to make turn to the west. The former didn’t keep to his lane and collided from the front side with the front left side of the afflicted vehicle. The powerful impact lead the motorcycle driver to crash into the wind-shield of the car. As a result, the the motorcycle driver was moderately injured and material damages were caused to the vehicles. As shown in the diagram.","Port, Al Sejad intersection, Shahenat Street",No,60,None,4
Abu Dhabi,Khaldiya Police Station,2013,April,01-04-13,Abu Dhabi,Internal road,1.0013E+11,1,First week,Traffic accident with injuries,Driving back without attention,1,Rashed Bin Saeed Al-Maktoum Street (2),Rashed Bin Saeed Al-Maktoum Street (2),Commercial area,Car parking,day,clear,Dry,Not on Intersection,Rear collision,Pakistan,N,Driver,bike passenger,Severe,31,M,Male,31,31 to 45 years,Apr,Asian States,Monday,12:48,PM,31 to 45 years,1,Mushrif,Block 18-1,14,"After examining and inspecting the accident's site, the following was revealed:
the vehicle that caused the accident was reversing in the parking area. The afflicted vehicle (motorcycle) was travelling from the west to the east in a sub-street. The former wasn’t paying attention and collided from the back side with the front side of the afflicted vehicle. Leading the vehicle of the latter to roll-over and the fall of the driver., as a result, the driver of the afflicted vehicle was injured, and material damages were caused to the vehicles. The accident was diagrammed. ","After Mushrif intersection, outward",No,40,None,2
Abu Dhabi,Shaabiya Police Station,2013,April,01-04-13,Abu Dhabi,Internal road,1.0013E+11,1,First week,Traffic accident with injuries,Not leaving enough space,1,Al Saada Intersection - Salam IP69,Al Saada Intersection - Salam IP69,Bridge / Tunnel,Bridge /  Tunnel,day,clear,Dry,Not on Intersection,Rear collision,Pakistan,Y,Driver,Driver's seat,Severe,38,M,Male,38,31 to 45 years,Apr,Asian States,Monday,16:15,PM,31 to 45 years,1,Qasr Al Bahar,Block 36-1,129," After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident and the afflicted vehicle were travelling from the west to the east. The former was in the back while the latter was in the front. The former didn’t keep a space between his vehicle the the other vehicle and collided from the front with the back right side of the afflicted vehicle. as a result the driver of the former was injured and material damages were caused to the vehicles. The accident was diagrammed.","Sheikh Zayed Road / Al Saada Bridge, outward",Yes,80,None,4
Abu Dhabi,Shaabiya Police Station,2013,April,03-04-13,Abu Dhabi,Internal road,1.0013E+11,3,First week,Traffic accident with injuries,Ignoring road lane,1,IP35A IntersectionFalah - Al Sharqi (Muroor),IP35A IntersectionFalah - Al Sharqi (Muroor),Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Side collision,Morocco,N,Passenger,Back passenger seat,Minor,48,F,Female,48,46 to 60 years,Apr,Arab States,Wednesday,16:50,PM,46 to 60 years,1,Madinat Zayed (Abu Dhabi),Block 14-1,152,"After examining and inspecting the accident's site, the following was revealed:-
the the vehicle that caused the accident and the afflicted vehicle were travelling from south to the north. The former was taking the second lane from the right an d the latter was taking the second lane from the left. The former didn’t keep to his lane and collided from the front left side with the front right side of the afflicted vehicle. As shown in the diagram.",Traffic intersection with Al Falah near Jumbo,No,60,None,4
Abu Dhabi,Khaldiya Police Station,2013,April,04-04-13,Abu Dhabi,Internal road,1.0013E+11,4,First week,Traffic accident with injuries,Not leaving enough space,1,Khalifa Bin Shakhbout Street (28),Khalifa Bin Shakhbout Street (28),Residential area,Highway,day,clear,Dry,Not on Intersection,Rear collision,Canada,N,Driver,Driver's seat,Moderate,43,F,Female,43,31 to 45 years,Apr,Other,Thursday,14:09,PM,31 to 45 years,1,Mushrif,Block 38-2,18,"After examining and inspecting the accident's site, the following was revealed:
the vehicle that caused the accident and the afflicted vehicle were travelling from the west to the east taking the middle lane. The former was in the back while the latter was in the front. The former didn’t leave a space between his vehicle an d the other vehicles and collided from the front side with the back side of the afflicted vehicle. as a result the driver of the former was injured and material damages were caused to the vehicles. The accident was diagrammed. And everything was settled. ","Al Karamah Street, in front of Qasr Al Mushrif ",No,60,None,3
Abu Dhabi,Khaldiya Police Station,2013,April,04-04-13,Abu Dhabi,Internal road,1.0013E+11,4,First week,Traffic accident with injuries,Not leaving enough space,1,Khalifa Bin Shakhbout Street (28),Khalifa Bin Shakhbout Street (28),Residential area,Highway,day,clear,Dry,Not on Intersection,Rear collision,Germany,Y,Passenger,Front passenger seat,Minor,60,F,Female,60,46 to 60 years,Apr,Other,Thursday,14:09,PM,46 to 60 years,1,Mushrif,Block 38-2,18,"After examining and inspecting the accident's site, the following was revealed:
the vehicle that caused the accident and the afflicted vehicle were travelling from the west to the east taking the middle lane. The former was in the back while the latter was in the front. The former didn’t leave a space between his vehicle an d the other vehicles and collided from the front side with the back side of the afflicted vehicle. as a result the driver of the former was injured and material damages were caused to the vehicles. The accident was diagrammed. And everything was settled.","Al Karamah Street, in front of Qasr Al Mushrif ",Yes,60,None,3
Abu Dhabi,Shaabiya Police Station,2013,April,04-04-13,Abu Dhabi,Internal road,1.0013E+11,4,First week,Traffic accident with injuries,Misuse of traffic,1,Street Falah(9),Street Falah(9),Residential area,Highway,day,clear,Dry,Not on Intersection,Person run over,Pakistan,N,Pedestrian,No passenger,Moderate,60,M,Male,60,46 to 60 years,Apr,Asian States,Thursday,13:01,PM,46 to 60 years,1,Madinat Zayed (Abu Dhabi),Block 34-1,24,"After examining and inspecting the accident's site, the following was revealed: 
the vehicle that caused the accident (motorcycle)was travelling from the south to the north taking the second lane fro the left. And the victim was crossing from the middle from the west to the west. the afflicted vehicle was travelling from the north to the south taking the first lane from the left. The former didn’t follow the pedestrian rule and his the victim with the front of his vehicle. Leading the driver to drift and first lane from the left and collide with the back right door of the afflicted vehicle.  as a result the victim was moderately injured and material damages were caused to the vehicles. The accident was diagrammed. And everything was settled. ",Al Falah Street,No,60,"Cross, but not on the crosswalk",3
Abu Dhabi,Al Madina Police Station,2013,April,05-04-13,Abu Dhabi,Internal road,1.0013E+11,5,First week,Traffic accident with injuries,Bypassing the red traffic light,1,Street Salam (8),Street Salam (8),Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Uzbekistan,Y,Passenger,Back passenger seat,Minor,43,F,Female,43,31 to 45 years,Apr,Asian States,Friday,13:15,PM,31 to 45 years,1,Mina,Block 74-1,12,"After examining and inspecting the accident's site, the following was revealed:- - the vehicle that caused the accident was travelling from the east to the west taking the far right lane . The afflicted vehicle was travelling from the south to the north turning to the left . The formed ran the red light and collided from the front side of his vehicle with right side of the afflicted vehicle. as a result, the  passenger of the afflicted vehicle was injured and were admitted to the hospital. As shown in the diagram.",The intersection of Abu Dhabi Mall,Yes,60,None,4
Abu Dhabi,Al Madina Police Station,2013,April,06-04-13,Abu Dhabi,Internal road,1.0013E+11,6,First week,Traffic accident with injuries,Misuse of traffic,1,Street 10,Street 10,Commercial area,Double road,day,clear,Dry,Not on Intersection,Person run over,Syria,N,Pedestrian,No passenger,Severe,52,M,Male,52,46 to 60 years,Apr,Arab States,Saturday,13:23,PM,46 to 60 years,1,Not Identified,Not Identified,43,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling inside the parking area from the west to the east. Entering the main road from the side entrance. The victim was crossing the street from the south to the north from the middle of the street. Even when the cross-walk was near. The former wasn’t paying attention when she hit the victim from the right side knocking him down on the ground. as a result, the victim was injured and material damages were caused to the vehicle.","Al Markaziya, Liwa Street for Tourism and Travel",No,60,"Cross, but not on the crosswalk",3
Abu Dhabi,Shaabiya Police Station,2013,April,06-04-13,Abu Dhabi,Internal road,1.0013E+11,6,First week,Traffic accident with injuries,Not leaving enough space,1,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Residential area,Double road,night - enough lights,rainy,wet,Perpendicular Intersection,Rear collision,UAE,Y,Driver,Driver's seat,Minor,25,F,Female,25,18 to 30 years,Apr,UAE,Saturday,22:35,PM,18 to 30 years,1,Mushrif,Block 24-2,188,"After examining and inspecting the accident's site, the following was revealed:-
The vehicle that caused the accident was travelling from the east to the west taking the right lane. The first and the second afflicted vehicles were travelling from to the same direction and the same lane. The former didn’t leave a space between his vehicle the other vehicles and collided from the front side of his vehicle with the back side of the first afflicted vehicle. Leading the latter to collide from the front with the back of the second afflicted vehicle. as a result, driver of the first afflicted vehicle was injured and were admitted to the hospital. And material damages were caused to the vehicles. As shown in the diagram.","Mushrif area, Airport Street, Pepsi intersection",Yes,80,None,4
Abu Dhabi,Khaldiya Police Station,2013,April,07-04-13,Abu Dhabi,Internal road,1.0013E+11,7,First week,Traffic accident with injuries,Sudden deviation,1,IP130 IntersectionArabian Gulf - Street 17,IP130 IntersectionArabian Gulf - Street 17,Residential area,Intersection,day,clear,wet,Perpendicular Intersection,Perpendicular collision,Bangladesh,Y,Passenger,Front passenger seat,Minor,26,M,Male,26,18 to 30 years,Apr,Asian States,Sunday,10:00,AM,18 to 30 years,1,Mushrif,Block 78-2,179,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the east to the west taking the second lane. The afflicted vehicle was travelling from the east to the west taking the left lane. The former was speeding and suddenly drifted to the left and lost control of the vehicle to crash from the front into traffic sign pole. And the former entered the opposite road and collided from front with the left side of the afflicted vehicle. Then they all stopped as shown in the diagram. as a result, the driver and the passenger of the former were injured and material damages were caused to the vehicles and the state's properties. ","Intersection of the Chinese embassy, Al Mushrif area, inward",Yes,80,None,4
Abu Dhabi,Khaldiya Police Station,2013,April,07-04-13,Abu Dhabi,Internal road,1.0013E+11,7,First week,Traffic accident with injuries,Sudden deviation,1,IP130 IntersectionArabian Gulf - Street 17,IP130 IntersectionArabian Gulf - Street 17,Residential area,Intersection,day,clear,wet,Perpendicular Intersection,Perpendicular collision,Pakistan,Y,Passenger,Front passenger seat,Minor,23,M,Male,23,18 to 30 years,Apr,Asian States,Sunday,10:00,AM,18 to 30 years,1,Mushrif,Block 78-2,179,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the east to the west taking the second lane. The afflicted vehicle was travelling from the east to the west taking the left lane. The former was speeding and suddenly drifted to the left and lost control of the vehicle to crash from the front into traffic sign pole. And the former entered the opposite road and collided from front with the left side of the afflicted vehicle. Then they all stopped as shown in the diagram. as a result, the driver and the passenger of the former were injured and material damages were caused to the vehicles and the state's properties.","Intersection of the Chinese embassy, Al Mushrif area, inward",Yes,80,None,4
Abu Dhabi,Khaldiya Police Station,2013,April,07-04-13,Abu Dhabi,Internal road,1.0013E+11,7,First week,Traffic accident with injuries,Sudden deviation,1,IP130 IntersectionArabian Gulf - Street 17,IP130 IntersectionArabian Gulf - Street 17,Residential area,Intersection,day,clear,wet,Perpendicular Intersection,Perpendicular collision,UAE,Y,Driver,Driver's seat,Moderate,34,F,Female,34,31 to 45 years,Apr,UAE,Sunday,10:00,AM,31 to 45 years,1,Mushrif,Block 78-2,179,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the east to the west taking the second lane. The afflicted vehicle was travelling from the east to the west taking the left lane. The former was speeding and suddenly drifted to the left and lost control of the vehicle to crash from the front into traffic sign pole. And the former entered the opposite road and collided from front with the left side of the afflicted vehicle. Then they all stopped as shown in the diagram. as a result, the driver and the passenger of the former were injured and material damages were caused to the vehicles and the state's properties.","Intersection of the Chinese embassy, Al Mushrif area, inward",Yes,80,None,4
Abu Dhabi,Khaldiya Police Station,2013,April,07-04-13,Abu Dhabi,Internal road,1.0013E+11,7,First week,Traffic accident with injuries,Sudden deviation,1,IP130 IntersectionArabian Gulf - Street 17,IP130 IntersectionArabian Gulf - Street 17,Residential area,Intersection,day,clear,wet,Perpendicular Intersection,Perpendicular collision,Pakistan,Y,Driver,Driver's seat,Severe,56,M,Male,56,46 to 60 years,Apr,Asian States,Sunday,10:00,AM,46 to 60 years,1,Mushrif,Block 78-2,179,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the east to the west taking the second lane. The afflicted vehicle was travelling from the east to the west taking the left lane. The former was speeding and suddenly drifted to the left and lost control of the vehicle to crash from the front into traffic sign pole. And the former entered the opposite road and collided from front with the left side of the afflicted vehicle. Then they all stopped as shown in the diagram. as a result, the driver and the passenger of the former were injured and material damages were caused to the vehicles and the state's properties.","Intersection of the Chinese embassy, Al Mushrif area, inward",Yes,80,None,4
Abu Dhabi,Shaabiya Police Station,2013,April,08-04-13,Abu Dhabi,Internal road,1.0013E+11,8,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP70 IntersectionAl Saada - Al Sharqi (Muroor),IP70 IntersectionAl Saada - Al Sharqi (Muroor),Govt. authority,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,Y,Driver,Driver's seat,Minor,26,M,Male,26,18 to 30 years,Apr,UAE,Monday,16:20,PM,18 to 30 years,1,Mushrif,Block 19-1,130,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the south to the north taking the far right lane. The afflicted vehicle was travelling from the west to the east taking the second lane from the left. The former ran the red light and collided from from the front side with the front right side of the afflicted vehicle leading the the latter to drift and roll-over. as a result, the drivers were injured and material damages were caused to vehicles. As shown in the diagram. ",Civil Defense intersection,Yes,60,None,4
Abu Dhabi,Shaabiya Police Station,2013,April,08-04-13,Abu Dhabi,Internal road,1.0013E+11,8,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP70 IntersectionAl Saada - Al Sharqi (Muroor),IP70 IntersectionAl Saada - Al Sharqi (Muroor),Govt. authority,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Egypt,Y,Driver,Driver's seat,Moderate,41,M,Male,41,31 to 45 years,Apr,Arab States,Monday,16:20,PM,31 to 45 years,1,Mushrif,Block 19-1,130,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the south to the north taking the far right lane. The afflicted vehicle was travelling from the west to the east taking the second lane from the left. The former ran the red light and collided from from the front side with the front right side of the afflicted vehicle leading the the latter to drift and roll-over. as a result, the drivers were injured and material damages were caused to vehicles. As shown in the diagram.",Civil Defense intersection,Yes,60,None,4
Abu Dhabi,Shaabiya Police Station,2013,April,09-04-13,Abu Dhabi,Internal road,1.0013E+11,9,Second week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,IP37A Street 10 (IntersectionPassenger terminal station),IP37A Street 10 (IntersectionPassenger terminal station),Mosque,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Person run over,Palestine,N,Pedestrian,No passenger,Death,85,M,Male,85,Above 60,Apr,Arab States,Tuesday,4:50,PM,Above 60,1,Mina,Block 94-1,149,"After examining and inspecting the accident's site, the following was revealed:- the vehicle that caused the accident was travelling from the west to the east taking the far left lane. the victim was crossing the cross-walk from south to the north. The former was driving under the influence of alcohol and was speeding then his the victim with the front of his car knocking him 52 meters away on the ground. He tried to use the break 50 meter away from were the accident happened. The accident lead to the death of the victim and material damages were caused to the vehicle. As shown in the diagram.","Tourist club area, the intersection of the passenger terminal",No,60,Cross on the crosswalk of the intersection,3
Abu Dhabi,Shaabiya Police Station,2013,April,09-04-13,Abu Dhabi,Internal road,1.0013E+11,9,Second week,Traffic accident with injuries,Misuse of traffic,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),Commercial area,Car parking,night - enough lights,clear,Dry,Not on Intersection,Person run over,Britain,N,Pedestrian,No passenger,Moderate,68,M,Male,68,Above 60,Apr,Other,Tuesday,20:15,PM,Above 60,1,Madinat Zayed (Abu Dhabi),Block 34-1,13,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the south to the north taking the right lane. The victim was crossing the street from the west to east from the middle of the street. The former violated the pedestrian rules and hit the victim with the left front side of her vehicle knocking him down. as a result, the victim was moderately injured and material damages were caused to to vehicle.  the accident was diagrammed. ","Madinat Zayed, in front of Nasser Al-Sayer and Co.",No,20,"Cross, but not on the crosswalk",2
Abu Dhabi,Khaldiya Police Station,2013,April,11-04-13,Abu Dhabi,Internal road,1.0013E+11,11,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP7A IntersectionCorniche - Arabian Gulf,IP7A IntersectionCorniche - Arabian Gulf,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Japan,Y,Driver,Driver's seat,Minor,32,M,Male,32,31 to 45 years,Apr,Asian States,Thursday,7:50,AM,31 to 45 years,1,Khaldiya,Block 73-2,125,"After examining and inspecting the accident's site, the following was revealed:- 
the vehicle that caused the accident was travelling from the south to the north making a turn to the left. The afflicted vehicle was travelling from the south to the north.t . The formed ran the red light and collided from the right side of his vehicle with front side of the afflicted vehicle. as a result, the  passenger of the former vehicle was injured and were admitted to the hospital.and material damages were caused to to vehicle As shown in the diagram.",Intersection of the National Bank of Abu Dhabi,Yes,60,None,4
Abu Dhabi,Khaldiya Police Station,2013,April,11-04-13,Abu Dhabi,Internal road,1.0013E+11,11,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP7A IntersectionCorniche - Arabian Gulf,IP7A IntersectionCorniche - Arabian Gulf,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Philippines,Y,Passenger,Back passenger seat,Minor,42,M,Male,42,31 to 45 years,Apr,Asian States,Thursday,7:50,AM,31 to 45 years,1,Khaldiya,Block 73-2,125,"After examining and inspecting the accident's site, the following was revealed:- 
the vehicle that caused the accident was travelling from the south to the north making a turn to the left. The afflicted vehicle was travelling from the south to the north.t . The formed ran the red light and collided from the right side of his vehicle with front side of the afflicted vehicle. as a result, the  passenger of the former vehicle was injured and were admitted to the hospital.and material damages were caused to to vehicle As shown in the diagram.",Intersection of the National Bank of Abu Dhabi,Yes,60,None,4
Abu Dhabi,Khaldiya Police Station,2013,April,11-04-13,Abu Dhabi,Internal road,1.0013E+11,11,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP7A IntersectionCorniche - Arabian Gulf,IP7A IntersectionCorniche - Arabian Gulf,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Philippines,Y,Passenger,Back passenger seat,Minor,38,M,Male,38,31 to 45 years,Apr,Asian States,Thursday,7:50,AM,31 to 45 years,1,Khaldiya,Block 73-2,125,"After examining and inspecting the accident's site, the following was revealed:- 
the vehicle that caused the accident was travelling from the south to the north making a turn to the left. The afflicted vehicle was travelling from the south to the north.t . The formed ran the red light and collided from the right side of his vehicle with front side of the afflicted vehicle. as a result, the  passenger of the former vehicle was injured and were admitted to the hospital.and material damages were caused to to vehicle As shown in the diagram.",Intersection of the National Bank of Abu Dhabi,Yes,60,None,4
Abu Dhabi,Khaldiya Police Station,2013,April,11-04-13,Abu Dhabi,Internal road,1.0013E+11,11,Second week,Traffic accident with injuries,Sudden deviation,1,Street Zayed Al Awal(7),Street Zayed Al Awal(7),Commercial area,Highway,day,clear,Dry,Not on Intersection,Hitting a stationary object off the road,India,Y,Driver,Driver's seat,Minor,43,M,Male,43,31 to 45 years,Apr,Asian States,Thursday,7:55,AM,31 to 45 years,1,Markaziya,Block 53-1,25,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the south to the north taking the middle lane. The vehicle suddenly drifted to east to crash into the pavement and land on the island then crash into the all of Sands Hotel. As shown in the diagram.",Zayed Al Awal Street near Sands Hotel,Yes,60,None,3
