Emirate,Police Station,Year,Month,Date,City,Road,Report Number,Day,Week,Report type,Reasons,Computed,Streets,Street,Place,Location,lighting,Weather,Road surface,Intersection,Accident Type,Nationalities,Seat Belt,Injured person position,Injured person's seat,Degree of the injury,Age of the injured,Gender,Gender of the injured,Inp Age,Age Group,Date - Month,Nationality of the Injured person,Day,Iac Rep Time,Time,Age Group - Ministry,Computed2,Area,Block,Str Code,Accident Description,Location,Fasten seat belt,Road speed limit,Pedestrian action,Number of Lanes,
Abu Dhabi,Khaldiya Police Station,2011,July,20-07-11,Abu Dhabi,Internal road,100110015960,20,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,Street Corniche(1),Street Corniche(1),Commercial area,Intersection,day,clear,Dry,Half Perpendicular Intersection,Perpendicular collision,India,Y,Driver,Driver's seat,Minor,33,M,Male,33,31 to 45 years,Jul,Asian States,Wednesday,8:30,AM,31 to 45 years,1,Markaziya,Block 51-1,29,"4246.                   After detecting and inspecting the accident site, the following accident plan became clear: - The damaged motorcycle is traveling from the south towards the north, using the right lane, while the offending vehicle is traveling from the east to the west through a secondary road, and through the official road opening, the vehicle entered the main street to the north, due to the lack of attention of the offending driver, his negligence while driving, and his failure to adhere to the lane, veering to the right from the middle lane His vehicle collided on the right side of the motorcycle, so the bike was out of balance and the driver lost control of the steering wheel and deteriorated out of the road, and the driver fell off the bike according to the picture in the chart. The accident was planned and necessary.","Corniche Street, opposite the Chamber of Commerce and Industry",Yes,60,None,3,
Abu Dhabi,Khaldiya Police Station,2011,July,20-07-11,Abu Dhabi,Internal road,100110015960,20,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,Street Corniche(1),Street Corniche(1),Commercial area,Intersection,day,clear,Dry,Half Perpendicular Intersection,Perpendicular collision,Egypt,Y,Driver,Driver's seat,Moderate,45,M,Male,45,31 to 45 years,Jul,Arab States,Wednesday,8:30,AM,31 to 45 years,1,Markaziya,Block 51-1,29,"4247.                   After inspecting and inspecting the accident site, the following accident plan became clear: While the causing vehicle was coming from the east towards the west and taking the path far left, and in the case of moving forward and the treadmill coming from the north towards the south and crossing over the pedestrian crossing lines bypassing the red light signal for pedestrian crossing, and due to the speed without taking into account the road conditions by the driver, the front of the vehicle collided with the body of the driver. As for the accident, run-over person was slightly injured, and material damage was also caused to the vehicle.","Corniche Street, opposite the Chamber of Commerce and Industry",Yes,60,None,3,
Abu Dhabi,Shaabiya Police Station,2011,July,20-07-11,Abu Dhabi,Internal road,100110016140,20,Third week,Traffic accident with injuries,Not leaving enough space,1,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Residential area,Highway,day,clear,Dry,Perpendicular Intersection,Rear collision,Palestine,N,Driver,Driver's seat,Minor,49,M,Male,49,46 to 60 years,Jul,Arab States,Wednesday,18:05,PM,46 to 60 years,1,Mushrif,Block 24-2,188,"4248.                   After detecting and inspecting the accident site, the following accident plan became clear:  The crushed woman interrupts the road on pedestrian crossing lines coming from east to west, and the causing vehicle is traveling from south to north, the left lane, due to the lack of attention of the offending driver, his negligence while driving, failure to abide by traffic rules, traffic and not giving priority to pedestrians. She ran over the front of his vehicle and fell on the road floor in front of the vehicle. The culprit according to the picture in the chart. The accident was planned and necessary action was taken.","Wimpy intersection, inward",No,80,None,3,
Abu Dhabi,Shaabiya Police Station,2011,July,20-07-11,Abu Dhabi,Internal road,100110015980,20,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP40 IntersectionRashed Bin Saeed Al-Maktoum - Street 35,IP40 IntersectionRashed Bin Saeed Al-Maktoum - Street 35,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Lebanon,Y,Driver,Driver's seat,Minor,25,M,Male,25,18 to 30 years,Jul,Arab States,Wednesday,18:05,PM,18 to 30 years,1,Airport,Block 27-1,189,"4249.                   After detecting and inspecting the accident site, the following accident plan became clear: The offending vehicle is coming from the north towards the east, and the damaged vehicle is coming from the south towards the north, and because of the red signal bypassing the red light, the front of the vehicle that was causing the driver collided with the front of the damaged vehicle from the driver's side as well, and so the accident occurred ...",Near Sheikh Zayed Mosque,Yes,80,None,4,
Abu Dhabi,Shaabiya Police Station,2011,July,21-07-11,Abu Dhabi,Internal road,100110016000,21,Third week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),School,Highway,night - enough lights,clear,Dry,Not on Intersection,Person run over,UAE,Y,Driver,Driver's seat,Minor,19,M,Male,19,18 to 30 years,Jul,UAE,Thursday,0:15,PM,18 to 30 years,1,Hadbat Al Zafaran,Block 40-1,13,"4250.                   After detecting and inspecting the accident site, the following accident plan became clear: The offending vehicle is coming from the north towards the east, and the damaged vehicle is coming from the south towards the north, and because of the red signal bypassing the red light, the front of the vehicle that was causing the driver collided with the front of the damaged vehicle from the driver's side as well, and so the accident occurred ...","Near Pakistani School, Outward",Yes,80,None,4,
Abu Dhabi,Shaabiya Police Station,2011,July,21-07-11,Abu Dhabi,Internal road,100110016000,21,Third week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),School,Highway,night - enough lights,clear,Dry,Not on Intersection,Person run over,Pakistan,N,Pedestrian,No passenger,Death,22,F,Female,22,18 to 30 years,Jul,Asian States,Thursday,0:15,PM,18 to 30 years,1,Hadbat Al Zafaran,Block 40-1,13,"4251.                   After detecting and inspecting the accident site, the following accident plan became clear:  While the offending vehicle was coming from the south towards the north and was taking the middle lane and was on the way to the front, the damaged vehicle was coming from the south towards the north and was on the road ahead and was traveling the middle path and because of the lack of sufficient distance between the vehicles and the insurance expired for the offending vehicle. The necessary action was taken.","Near Pakistani School, Outward",No,80,"Cross, but not on the crosswalk",4,
Abu Dhabi,Shaabiya Police Station,2011,July,21-07-11,Abu Dhabi,Internal road,100110016040,21,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP98 IntersectionSalam - Street 29,IP98 IntersectionSalam - Street 29,Bridge / Tunnel,Intersection,day,clear,Dry,Multiple leg Intersection,Perpendicular collision,Pakistan,Y,Driver,Driver's seat,Minor,35,M,Male,35,31 to 45 years,Jul,Asian States,Thursday,12:55,PM,31 to 45 years,1,Hadbat Al Zafaran,Block 43-1,138,"4252.                   After detecting and inspecting the accident planner, the following became clear:  In the area of ??Zayed Sports City, in the airport street and at the Al Wumpi intersection, the causing vehicle was coming from the east towards the west, and at the intersection, the driver of the vehicle was traveling to the far left, and he was in a left turn. The driver of the damaged vehicle came from the west towards the east and took the second lane from the left. The red front of the offending driver collided with the front of the offending vehicle on the front left side of the damaged vehicle, which led to the damaged vehicle turning left and settling on the sidewalk. The accident resulted in material damage to the vehicles, and the driver of the damaged vehicle was also slightly injured, and necessary action was taken.","Al Qurm Street, Above Al Sharqi Ring Bridge, No. 2, Inward",Yes,60,None,3,
Abu Dhabi,Shaabiya Police Station,2011,July,21-07-11,Abu Dhabi,Internal road,100110016040,21,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP98 IntersectionSalam - Street 29,IP98 IntersectionSalam - Street 29,Bridge / Tunnel,Intersection,day,clear,Dry,Multiple leg Intersection,Perpendicular collision,Egypt,Y,Passenger,Front passenger seat,Minor,33,M,Male,33,31 to 45 years,Jul,Arab States,Thursday,12:55,PM,31 to 45 years,1,Hadbat Al Zafaran,Block 43-1,138,"4253.                   After detection and inspection by the accident planner, the following became clear: - While the driver of the causing vehicle was taking the right lane and towards the outside f om the west towards the east in the traffic area and the traffic street near the Pakistani school and at the bus stop and because of the speed without taking into account the road conditions by the driver, he was surprised that the driver crossed the bus stop to a place not designated for pedestrian crossing coming from the south towards The North and the front of the vehicle causing the vehicle was run over, which led to the vehicle’s body being run over and stabilized at a distance of 67 meters from the runaway point in the far left lane. The accident resulted in the death of the vehicle.  Material damage to the vehicle also resulted, and according to the plan, the accident occurred, and the necessary measures were taken.","Al Qurm Street, Above Al Sharqi Ring Bridge, No. 2, Inward",Yes,60,None,3,
Abu Dhabi,Al Madina Police Station,2011,July,23-07-11,Abu Dhabi,Internal road,100110016100,23,Fourth week,Traffic accident with injuries,Misuse of traffic,1,Street Hamdan Bin Mohamed(5),Street Hamdan Bin Mohamed(5),Hospital,Highway,day,clear,Dry,Half Perpendicular Intersection,Person run over,Ethiopia,N,Pedestrian,No passenger,Minor,26,F,Female,26,18 to 30 years,Jul,Other,Saturday,17:07,PM,18 to 30 years,1,Markaziya,Block 32-1,26,"4254.                   After detecting and inspecting the accident planner, the following became clear: While the driver of the causing vehicle was taking the right lane and towards the outside from the west towards the east in the traffic area and the traffic street near the Pakistani school and at the bus stop and because of the speed without taking into account the road conditions by the driver, he was surprised that the driver crossed the bus stop to a place not designated for pedestrian crossing coming from the south towards The North and the front of the vehicle causing the vehicle was run over, which led to the vehicle’s body being run over and stabilized at a distance of 67 meters from the runaway point in the far left lane. The accident resulted in the death of the vehicle. Material damage to the vehicle also resulted, and according to the plan, the accident occurred, and the necessary measures were taken.","Hamdan Street, near Al Salama Hospital",No,60,"Cross, there's no crosswalk",3,
Abu Dhabi,Shaabiya Police Station,2011,July,25-07-11,Abu Dhabi,Internal road,100110016280,25,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,Al Sharqi intersection (Muroor) - Mohamed bin Khalifa IP49A,Al Sharqi intersection (Muroor) - Mohamed bin Khalifa IP49A,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Reciprocal collision,Pakistan,N,Passenger,Back passenger seat,Minor,28,M,Male,28,18 to 30 years,Jul,Asian States,Monday,4:15,PM,18 to 30 years,1,Al Wahda,Block 17-1,174,"4255.                   After detecting and inspecting the accident site by the Major Accidents Planner, the following became clear:  While the offending vehicle was coming from the east towards the west, the right lane took the right path, and upon entering the intersection bypassing the red traffic light, its entry into the intersection encountered the entry of the first affected vehicle coming from the east towards the south to hit the front of the causing vehicle on the right side of the damaged vehicle, so the causing vehicle deviated from the force of the collision and pushed towards the damaged vehicle The second that was parked is a final stop at the intersection to hit it with its front to the right side of the causing vehicle and deflected after it and hit a signal post by the side of the road and settles at the necessary action.","Al Muroor Street, intersection with Al Ittihad Newspaper",No,60,None,4,
Abu Dhabi,Shaabiya Police Station,2011,July,25-07-11,Abu Dhabi,Internal road,100110016300,25,Fourth week,Traffic accident with injuries,Not observing the stop sign,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),Residential area,Single road,day,clear,Dry,Not on or around 20 meters,Perpendicular collision,UAE,N,Driver,Driver's seat,Minor,19,M,Male,19,18 to 30 years,Jul,UAE,Monday,6:30,AM,18 to 30 years,1,Hadbat Al Zafaran,Block 20-1,13,"4256.                   After detecting and inspecting the accident site by the serious accidents plan, the following became clear: While the offending vehicle was coming from the east towards the west, the right lane took the right path, and upon entering the intersection bypassing the red traffic light, its entry into the intersection encountered the entry of the first affected vehicle coming from the east towards the south to hit the front of the causing vehicle on the right side of the damaged vehicle, so the causing vehicle deviated from the force of the collision and pushed towards the damaged vehicle The second that was parked is a final stop at the intersection to hit it with its front to the right side of the causing vehicle and deflected after it and hit a signal post by the side of the road and settles at the necessary action.","Street off Al Muroor Street, behind the Embassy of Greece",No,40,None,2,
Abu Dhabi,Khaldiya Police Station,2011,July,25-07-11,Abu Dhabi,Internal road,100110016260,25,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP43IntersectionRashed Bin Saeed Al Maktoum-Hazaa Bin Zayed Al Awal,IP43IntersectionRashed Bin Saeed Al Maktoum-Hazaa Bin Zayed Al Awal,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,Y,Driver,Driver's seat,Minor,27,F,Female,27,18 to 30 years,Jul,UAE,Monday,7:45,AM,18 to 30 years,1,Dhafra (Abu Dhabi),Block 15-2,163,"4257.                   After detecting and inspecting the accident site, the following chart became clear:  The run-over person cuts the road from the east to the west from a place not designated for pedestrians, while the causing vehicle is traveling from the south towards the north, the left lane is cleared and while the vehicle is traveling, due to the lack of attention of the offending driver, his negligence while driving, and his lack of appreciation for road users, the front of his vehicle ran over the left front side of the woman. The road was cut off from a place not designated for pedestrians, although there is a tunnel to cross pedestrians five meters from the area of ??the accident. The accident was planned and necessary action was taken.","Rashid bin Saeed Street, outward, formerly command intersection",Yes,60,None,4,
Abu Dhabi,Shaabiya Police Station,2011,July,25-07-11,Abu Dhabi,Internal road,100110016320,25,Fourth week,Traffic accident with injuries,Misuse of traffic,1,Street Falah(9),Street Falah(9),Commercial area,Single road,night - enough lights,clear,Dry,Not on Intersection,Person run over,Egypt,N,Pedestrian,No passenger,Moderate,12,M,Male,12,8 to 17 years,Jul,Arab States,Monday,18:25,PM,Below 18 years,1,Madinat Zayed (Abu Dhabi),Block 54-1,24,"4258.                   After detecting and inspecting the accident site, the following became evident: - While the causing vehicle was coming from the west towards the east, walking the far left, and when it entered the intersection and passed it by the red light signal, the arrow signal happened to enter the damaged vehicle coming from the east towards the west, taking the middle path to collide with the front of the damaged vehicle on the side and the front right corner of the causing vehicle to stop the two vehicles in the middle of the intersection. Necessary action was taken.","Al Falah Street, behind the marriage fund",No,60,"Cross, there's no crosswalk",1,
Abu Dhabi,Khaldiya Police Station,2011,July,26-07-11,Abu Dhabi,Internal road,100110016321,26,Fourth week,Traffic accident with injuries,Misuse of traffic,1,IP47 IntersectionRashed Bin Saeed Al-Maktoum - Delma,IP47 IntersectionRashed Bin Saeed Al-Maktoum - Delma,Commercial area,Highway,night - enough lights,clear,Dry,Perpendicular Intersection,Person run over,Pakistan,N,Pedestrian,No passenger,Moderate,59,M,Male,59,46 to 60 years,Jul,Asian States,Tuesday,20:30,PM,46 to 60 years,1,Karama,Block 16-2,170,"4259.                   After detecting and inspecting the accident site by the policeman, the chart of the accident became clear as follows: While the vehicle causing the motorcycle was coming from the south towards the north, taking the right lane towards the sub-intersection of Al Muroor Street, and upon entering the sub-intersection without being bound by a stop sign, it happened to enter the damaged vehicle coming from the west towards the east to hit the front of the motorcycle with the left rear corner of the damaged vehicle.","Delma intersection with Airport Street, inward",No,60,Cross on crosswalk of the intersection,3,
Abu Dhabi,Khaldiya Police Station,2011,July,26-07-11,Abu Dhabi,Internal road,100110016340,26,Fourth week,Traffic accident with injuries,Not observing the stop sign,1,Street Corniche(1),Street Corniche(1),Govt. authority,Double road,day,clear,Dry,Turn ,Perpendicular collision,UAE,N,Driver,Driver's seat,Minor,25,F,Female,25,18 to 30 years,Jul,UAE,Tuesday,14:05,PM,18 to 30 years,1,Al Khabira,Block 92-2,29,"4260.                   While the offending vehicle was coming from the west toward the east, taking the far left lane, and the damaged vehicle was coming from the east to the west, taking the middle lane from the street, and because of the driver’s failure to abide by the obligatory traffic line and bypassing the red light signal (the arrow signal), the front of the causing vehicle hit the left side. The damaged vehicle then rushed and collided with an irrigated plate, and the damaged vehicle rushed and collided with the filter pavement, according to the drawing, the accident occurred.","Corniche Street, on a roundabout behind the Hilton Hotel",No,40,None,3,
Abu Dhabi,Al Madina Police Station,2011,July,26-07-11,Abu Dhabi,Internal road,100110016360,26,Fourth week,Traffic accident with injuries,Misuse of traffic,1,Rashed Bin Saeed Al-Maktoum Street (2),Rashed Bin Saeed Al-Maktoum Street (2),unknown,Car parking,day,clear,Dry,Other,Person run over,India,N,Pedestrian,No passenger,Moderate,35,M,Male,35,31 to 45 years,Jul,Asian States,Tuesday,15:55,PM,31 to 45 years,1,Markaziya,Block 11-1,14,"4261.                   After detecting and inspecting the accident site, the following accident plan became clear:  On a secondary street in Madinat Zayed, a run over accident occurred that caused the harm to the vehicle that was causing the injury was coming from the west towards the north and the trample was coming from the east towards the west, and during that, due to the lack of appreciation of the road users, the offending vehicle ran over the front of the vehicle and from the severity of the shock the vehicle settled two meters away from the collision point and thus the accident occurred.",Corniche Street - opposite the Ministry of Finance,No,40,Cross without attention,1,
Abu Dhabi,Shaabiya Police Station,2011,July,27-07-11,Abu Dhabi,Internal road,100110016380,27,Fourth week,Traffic accident with injuries,Tyre burst,1,Street Salam (8),Street Salam (8),Residential area,Highway,day,clear,Dry,Not on Intersection,Other (specify),Bangladesh,N,Passenger,Back passenger seat,Severe,12,M,Male,12,8 to 17 years,Jul,Asian States,Wednesday,6:50,AM,Below 18 years,1,Hadbat Al Zafaran,Block 41-1,12,"4262.                   After detecting and inspecting the accident site, the following accident plan became clear: While the causing vehicle was coming from the east and was traveling forward towards the west, the path was on the far right, and the vehicle was coming from the south towards the north and was in the case of moving forward on the pedestrian crossing lines, and because of the pedestrian's crossing of the traffic lights designated for pedestrian crossing and the lack of appreciation of road users before The driver of the vehicle causing the injury. A run-over accident occurred, causing the injury. The accident resulted in material damage to the vehicle and the injury to the person who was hit by the accident site.","Al Sharqi Ring Street, Al Qurm Corniche, inward",No,80,None,4,
Abu Dhabi,Shaabiya Police Station,2011,July,27-07-11,Abu Dhabi,Internal road,100110016400,27,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP44A IntersectionHazaa Bin Zayed Al Awal - Baniyas (Najda),IP44A IntersectionHazaa Bin Zayed Al Awal - Baniyas (Najda),Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Bangladesh,Y,Driver,Driver's seat,Minor,44,M,Male,44,31 to 45 years,Jul,Asian States,Wednesday,15:20,PM,31 to 45 years,1,Dhafra (Abu Dhabi),Block 35-1,161,"4263.                   The causing vehicle is coming from the north towards the south, passing the middle path, the damaged vehicle is coming from the east to the west, following the center path. And because the driver of the causing vehicle did not comply with the stop sign, the front of the causing vehicle collided with the right side of the damaged vehicle and according to the chart, the accident occurred.","Sheikh Hazza Bin Zayed Street, Al Barhuz Area",Yes,60,None,5,
Abu Dhabi,Khaldiya Police Station,2011,July,29-07-11,Abu Dhabi,Internal road,100110016520,29,Fifth week,Traffic accident with injuries,Not giving priority to pedestrian crossing,1,Street Kaser Al Amwaj (Marina Mall),Street Kaser Al Amwaj (Marina Mall),Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Person run over,India,N,Pedestrian,No passenger,Moderate,33,M,Male,33,31 to 45 years,Jul,Asian States,Friday,21:31,PM,31 to 45 years,1,Kaser Al Amwaj,Not Identified,88,"4264.                   After detecting and inspecting the scene of the accident, it became clear to the policeman who planned the following accident: While the first causing vehicle was driving on the street from the south towards the north with a car park with two opposite lanes, the pedestrian crosses the street from the west towards the east while he is running, and because of the lack of appreciation of the road users by the first causing driver and the passage of the second offender, while running without attention, the body of the hitman, the second offender, hit the left door The front of the vehicle causing the first offense, according to the chart in the chart, the accident occurred.","Corniche Street, Marina intersection",No,40,Cross on crosswalk of the intersection,3,
Abu Dhabi,Khaldiya Police Station,2011,July,31-07-11,Abu Dhabi,Internal road,100110016540,31,Fifth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP135 IntersectionArabian Gulf - Al Saada,IP135 IntersectionArabian Gulf - Al Saada,One level intersection,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,India,Y,Driver,Driver's seat,Minor,46,M,Male,46,46 to 60 years,Jul,Asian States,Sunday,7:30,AM,46 to 60 years,1,Mushrif,Block 79-2,134,"4265.                   After inspecting and examining the site of the accident, it became clear to the chart as follows: -  While the causing vehicle was driving on Al Sharqi Ring Street and while it was traveling the rear left tire exploded and from the force of the explosion, cracks from the tire hit the interior of the vehicle’s interior, causing the floor to be broken while one of the passengers was sitting and as a result of the explosion, the passenger was injured in the seat near the area affected by the explosion, where he was fractured An open boat, he entered the surgical ward and resulted in material damage to the vehicle. The site of the accident was examined and necessary action was taken","Arabian Gulf Street, inward, Saeed Bin Tahnoon intersection",Yes,60,None,4,
Abu Dhabi,Shaabiya Police Station,2011,July,31-07-11,Abu Dhabi,Internal road,100110016580,31,Fifth week,Traffic accident with injuries,Not giving priority to pedestrian crossing,1,IP20 IntersectionHamdan Bin Mohamed - Rashed Bin Saeed Al-Maktoum,IP20 IntersectionHamdan Bin Mohamed - Rashed Bin Saeed Al-Maktoum,Commercial area,Double road,night - enough lights,clear,Dry,Not on or around 20 meters,Person run over,Egypt,N,Pedestrian,No passenger,Moderate,49,M,Male,49,46 to 60 years,Jul,Arab States,Sunday,9:10,AM,46 to 60 years,1,Markaziya (Gharb),Block 12-2,107,"4266.                   After inspecting and inspecting the accident site, the following accident plan became clear: -  The offending vehicle is traveling from the north towards the south, using the second lane to the right of the road, while the damaged vehicle is traveling from the east to the west, clearing the middle lane. During the course of the two vehicles, due to the lack of attention of the offending driver, his negligence while driving, and his failure to abide by the traffic and traffic rules, bypassing the red traffic light, the front of the damaged vehicle hit the front of the offending vehicle on the left side, according to the picture in the diagram, the accident was planned and necessary action was taken","Markaziya, Sheikh Rashid Bin Saeed Street, Abdul Jalil Roundabout",No,60,"Cross on crosswalk, not in the intersection",5,
Abu Dhabi,Shaabiya Police Station,2011,July,31-07-11,Abu Dhabi,Internal road,100110016580,31,Fifth week,Traffic accident with injuries,Not giving priority to pedestrian crossing,1,IP20 IntersectionHamdan Bin Mohamed - Rashed Bin Saeed Al-Maktoum,IP20 IntersectionHamdan Bin Mohamed - Rashed Bin Saeed Al-Maktoum,Commercial area,Double road,night - enough lights,clear,Dry,Not on or around 20 meters,Person run over,Iran,N,Driver,Driver's seat,Minor,21,M,Male,21,18 to 30 years,Jul,Asian States,Sunday,9:10,AM,18 to 30 years,1,Markaziya (Gharb),Block 12-2,107,"4267.                   After inspecting the accident site from the accident planner, the following became clear: While the causing vehicle was coming from Alkasir towards the marina intersection and at the intersection, the caster crossed from the marina towards the Hilton intersection, and because of not giving priority to pedestrian crossing at the intersection, he ran over the front of the vehicle to the left side of the person’s body, which resulted in the injury of the vehicle, and according to the planning, the accident occurred.","Markaziya, Sheikh Rashid Bin Saeed Street, Abdul Jalil Roundabout",No,60,"Cross on crosswalk, not in the intersection",5,
Abu Dhabi,Khaldiya Police Station,2011,August,01-08-11,Abu Dhabi,Internal road,100110016600,1,First week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Hazaa Bin Zayed Al Awal Street (11),Hazaa Bin Zayed Al Awal Street (11),Fuel Station,Other(specify),day,clear,Dry,Perpendicular Intersection,Person run over,India,N,Pedestrian,No passenger,Minor,24,M,Male,24,18 to 30 years,Aug,Asian States,Monday,5:10,PM,18 to 30 years,1,Al Butain,Block 75-2,23,"4268.                   After detecting and inspecting the accident site by the policeman, the chart of the accident became clear as follows: While the offending vehicle was coming from the south towards the north, the middle lane on the right side, and when it reached the intersection and crossed it with the red traffic light, its entry coincides with the entry of the damaged vehicle coming from the east towards the west to collide with the front of the causing vehicle on the side and the left rear door to stop the two vehicles at the site of the accident.","Hazza Bin Zayed Street, formerly Muroor intersection, inside the petroleum station",No,60,Stop,1,
Abu Dhabi,Shaabiya Police Station,2011,August,01-08-11,Abu Dhabi,Internal road,100110016620,1,First week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Street Salam (8),Street Salam (8),Commercial area,Car parking,day,clear,Dry,Not on Intersection,Person run over,South Korea,N,Pedestrian,No passenger,Minor,46,M,Male,46,46 to 60 years,Aug,Other,Monday,12:38,PM,46 to 60 years,1,Markaziya,Block 52-1,12,"4269.                   After inspecting the accident site by an operating patrol, and then the Serious Accidents Patrol to rebuild the traffic accident, the following is revealed: -  While the causing vehicle was coming from the east towards the west, crossing the middle lane from the left, I was surprised after it crossed and arrived near the Abu Dhabi Travel Office by crossing the vehicle coming from the north towards the south on the street from the pedestrian crossing lines and because of the lack of priority given to pedestrian crossing by the driver who ran over the bike The motorbike with its front was run over, so that the victim fell on the street affected by his wounds, and the motorcyclist then fell onto the main street due to the force of the trampling, and the necessary measures were taken.",Behind First Gulf Bank,No,20,None,1,
Abu Dhabi,Khaldiya Police Station,2011,August,02-08-11,Abu Dhabi,Internal road,100110016706,2,First week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Rashed Bin Saeed Al-Maktoum Street (2),Rashed Bin Saeed Al-Maktoum Street (2),Commercial area,Highway,night - enough lights,clear,Dry,Not on or around 20 meters,Person run over,Ethiopia,N,Pedestrian,No passenger,Severe,27,F,Female,27,18 to 30 years,Aug,Other,Tuesday,22:40,PM,18 to 30 years,1,Mushrif,Block 18-1,14,"4270.                   After inspecting the accident site by an operating patrol, and then the Serious Accidents Patrol to rebuild the traffic accident, the following is revealed: -  While the causing vehicle was coming from the east towards the west, crossing the middle lane from the left, I was surprised after it crossed and arrived near the Abu Dhabi Travel Office by crossing the vehicle coming from the north towards the south on the street from the pedestrian crossing lines and because of the lack of priority given to pedestrian crossing by the driver who ran over the bike The motorbike with its front was run over, so that the victim fell on the street affected by his wounds, and the motorcyclist then fell onto the main street due to the force of the trampling, and the necessary measures were taken.",Airport Street near the exhibitions region,No,60,"Cross, but not on the crosswalk",4,
Abu Dhabi,Shaabiya Police Station,2011,August,02-08-11,Abu Dhabi,Internal road,100110016703,2,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP72 IntersectionAl Saada - Karama,IP72 IntersectionAl Saada - Karama,Residential area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,India,N,Driver,Driver's seat,Minor,24,M,Male,24,18 to 30 years,Aug,Asian States,Tuesday,12:30,PM,18 to 30 years,1,Mushrif,Block 38-2,132,"4271.                   After inspecting the accident site by an operating patrol, and then the Serious Accidents Patrol to rebuild the traffic accident, the following is revealed: - While the causing vehicle was coming from the east towards the west, crossing the middle lane from the left, I was surprised after it crossed and arrived near the Abu Dhabi Travel Office by crossing the vehicle coming from the north towards the south on the street from the pedestrian crossing lines and because of the lack of priority given to pedestrian crossing by the driver causing the bike The motorbike with its front was run over, so that the victim fell on the street affected by his wounds, and the motorcyclist then fell onto the main street due to the force of the trampling, and the necessary measures were taken.","Al-Saada Street, the intersection of the Women's Union Association",No,60,None,3,
Abu Dhabi,Shaabiya Police Station,2011,August,02-08-11,Abu Dhabi,Internal road,100110016703,2,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP72 IntersectionAl Saada - Karama,IP72 IntersectionAl Saada - Karama,Residential area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,India,N,Driver,Driver's seat,Minor,25,M,Male,25,18 to 30 years,Aug,Asian States,Tuesday,12:30,PM,18 to 30 years,1,Mushrif,Block 38-2,132,"4272.                   After detecting and inspecting the accident planner, it became clear as follows: -  The offending vehicle entered the station heading towards the north and the damaged vehicle stopped to fill in fuel and for the speed of the causing vehicle driver, without taking into account the road conditions, he ran over the driver who was walking behind the damaged vehicle and then collided with the damaged vehicle, and according to the chart, the accident occurred.","Al-Saada Street, the intersection of the Women's Union Association",No,60,None,3,
Abu Dhabi,Khaldiya Police Station,2011,August,02-08-11,Abu Dhabi,Internal road,100110016705,2,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP40 IntersectionRashed Bin Saeed Al-Maktoum - Street 35,IP40 IntersectionRashed Bin Saeed Al-Maktoum - Street 35,Fuel Station,Intersection,day,clear,Dry,Perpendicular Intersection,Rear collision,Sudan,Y,Driver,Driver's seat,Moderate,52,M,Male,52,46 to 60 years,Aug,Arab States,Tuesday,13:30,PM,46 to 60 years,1,Airport,Block 27-1,189,"4273.                   After detecting and examining the site of the accident, the following accident plan became clear:  While the causing vehicle was coming from the west towards the east, and in the case of moving forward in the stops, the vehicle was stopped by a vehicle in the middle lane, and upon disembarking from the vehicle, he ran over the front left tire of the vehicle causing the treadmill. The accident resulted in a minor injury to the vehicle.","Sheikh Rashid Bin Saeed Al Maktoum Street, Wimpey intersection, outward",Yes,60,None,4,
