Emirate,Police Station,Year,Month,Date,City,Road,Report Number,Day,Week,Report type,Reasons,Computed,Streets,Street,Place,Location,lighting,Weather,Road surface,Intersection,Accident Type,Nationalities,Seat Belt,Injured person position,Injured person's seat,Degree of the injury,Age of the injured,Gender,Gender of the injured,Inp Age,Age Group,Date - Month,Nationality of the Injured person,Day,Iac Rep Time,Time,Age Group - Ministry,Computed2,Area,Block,Str Code,Accident Description,Location,Fasten seat belt,Road speed limit,Pedestrian action,Number of Lanes
Abu Dhabi,Shaabiya Police Station,2012,March,04-03-12,Abu Dhabi,Internal road,1.1412E+11,4,First week,Traffic accident with injuries,Not observing the stop sign,1,IP11 IntersectionZayed Al Awal - Salam,IP11 IntersectionZayed Al Awal - Salam,Commercial area,Intersection,day,clear,Dry,Half Perpendicular Intersection,Perpendicular collision,Egypt,Y,Passenger,Front passenger seat,Moderate,50,M,Male,50,46 to 60 years,Mar,Arab States,Sunday,15:00,PM,46 to 60 years,1,Markaziya,Block 53-1,98,"4751.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the south to the north, the damaged vehicle was coming from the east to the west, the causing did not check the traffic condition and crashed into the rear part of the other as illustrated in the chart.      ",,Yes,40,None,1
Abu Dhabi,Shaabiya Police Station,2012,March,04-03-12,Abu Dhabi,Internal road,1.1412E+11,4,First week,Traffic accident with injuries,Not observing the stop sign,1,IP11 IntersectionZayed Al Awal - Salam,IP11 IntersectionZayed Al Awal - Salam,Commercial area,Intersection,day,clear,Dry,Half Perpendicular Intersection,Perpendicular collision,Egypt,Y,Driver,Driver's seat,Minor,25,M,Male,25,18 to 30 years,Mar,Arab States,Sunday,15:00,PM,18 to 30 years,1,Markaziya,Block 53-1,98,"4752.                 Having surveyed the scene of the accident: - The vehicles causing the accident was heading from the south to the north, the damaged vehicle was coming from the east to the west, the causing did not check the traffic condition and crashed into the rear part of the other as illustrated in the chart.      ",,Yes,40,None,1
Abu Dhabi,Al Madina Police Station,2012,March,04-03-12,Abu Dhabi,Internal road,1.0012E+11,4,First week,Traffic accident with injuries,Misuse of traffic,1,Street Khalifa Bin Zayed(3),Street Khalifa Bin Zayed(3),Commercial area,Double road,day,clear,Dry,Not on or around 20 meters,Person run over,Britain,N,Pedestrian,No passenger,Severe,29,F,Female,29,18 to 30 years,Mar,Other,Sunday,12:00,PM,18 to 30 years,1,Markaziya,Block 51-1,28,"4753.                 Having surveyed the scene of the accident: - during a bike marathon, the street was closed from the corniche to the yes island, the biker in front of the British club tried to skip 2 other bikes, but he bumped into the body of the victim, both fell to the ground as illustrated in the chart.      ","Sheikh Khalifa Bin Zayed Street, opposite the British Club",No,40,Other (Specify),4
Abu Dhabi,Al Madina Police Station,2012,March,04-03-12,Abu Dhabi,Internal road,1.0012E+11,4,First week,Traffic accident with injuries,Not giving priority to pedestrian crossing,1,Street Hamdan Bin Mohamed(5),Street Hamdan Bin Mohamed(5),Commercial area,Double road,day,clear,Dry,Not on or around 20 meters,Person run over,Bangladesh,N,Pedestrian,No passenger,Severe,21,M,Male,21,18 to 30 years,Mar,Asian States,Sunday,13:49,PM,18 to 30 years,1,Markaziya,Block 52-1,26,"4754.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the south to the north taking the far left lane, the pedestrian was crossing from the east to the west, the driver neglected the pedestrians and hit the body of the victim as illustrated in the chart.      ","Hamdan Street, opposite Liwa Center",No,60,Cross on crosswalk not in the intersection,3
Abu Dhabi,Al Madina Police Station,2012,March,04-03-12,Abu Dhabi,Internal road,1.0012E+11,4,First week,Traffic accident with injuries,Misuse of traffic,1,Street 10,Street 10,Commercial area,Car parking,night - enough lights,clear,Dry,Not on Intersection,Person run over,Morocco,N,Pedestrian,No passenger,Minor,34,F,Female,34,31 to 45 years,Mar,Arab States,Sunday,20:00,PM,31 to 45 years,1,Mina,Block 94-1,43,"4755.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the south to the north taking the far left lane, the pedestrian was crossing from the east to the west, the driver neglected the pedestrians and hit the body of the victim as illustrated in the chart.      ",Parking on Al Mina Street next to the Abu Dhabi Cooperative Society,No,40,"Cross, there's no crosswalk",2
Abu Dhabi,Khaldiya Police Station,2012,March,04-03-12,Abu Dhabi,Internal road,1.0012E+11,4,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP33B IntersectionFalah - Arabian Gulf,IP33B IntersectionFalah - Arabian Gulf,School,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Reciprocal collision,UAE,N,Driver,Driver's seat,Minor,29,M,Male,29,18 to 30 years,Mar,UAE,Sunday,21:40,PM,18 to 30 years,1,Al Butain,Block 74-2,157,"4756.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the west to the north taking the left lane, the second causing vehicle was coming from east to west, a driver ran the red light and bumped into the front part of the other, it rolled off and stopped at the opposite direction, both vehicles got physical damages as illustrated in the chart.      ","Arabian Gulf Street, the intersection of Al Mawaheb School",No,80,None,4
Abu Dhabi,Khaldiya Police Station,2012,March,04-03-12,Abu Dhabi,Internal road,1.0012E+11,4,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP33B IntersectionFalah - Arabian Gulf,IP33B IntersectionFalah - Arabian Gulf,School,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Reciprocal collision,USA,Y,Driver,Driver's seat,Minor,52,M,Male,52,46 to 60 years,Mar,Other,Sunday,21:40,PM,46 to 60 years,1,Al Butain,Block 74-2,157,"4757.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the west to the north taking the left lane, the second causing vehicle was coming from east to west, a driver ran the red light and bumped into the front part of the other, it rolled off and stopped at the opposite direction, both vehicles got physical damages as illustrated in the chart.      ","Arabian Gulf Street, the intersection of Al Mawaheb School",Yes,80,None,4
Abu Dhabi,Khaldiya Police Station,2012,March,04-03-12,Abu Dhabi,Internal road,1.0012E+11,4,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP33B IntersectionFalah - Arabian Gulf,IP33B IntersectionFalah - Arabian Gulf,School,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Reciprocal collision,Lebanon,Y,Passenger,Front passenger seat,Minor,41,F,Female,41,31 to 45 years,Mar,Arab States,Sunday,21:40,PM,31 to 45 years,1,Al Butain,Block 74-2,157,"4758.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the west to the north taking the left lane, the second causing vehicle was coming from east to west, a driver ran the red light and bumped into the front part of the other, it rolled off and stopped at the opposite direction, both vehicles got physical damages as illustrated in the chart.      ","Arabian Gulf Street, the intersection of Al Mawaheb School",Yes,80,None,4
Abu Dhabi,Shaabiya Police Station,2012,March,05-03-12,Abu Dhabi,Internal road,1.0012E+11,5,First week,Traffic accident with injuries,Negligence and inobservance,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),Commercial area,Car parking,night - enough lights,clear,Dry,Not on Intersection,Rear collision,Bangladesh,N,Pedestrian,No passenger,Minor,65,M,Male,65,Above 60,Mar,Asian States,Monday,18:30,PM,Above 60,1,Madinat Zayed (Abu Dhabi),Block 14-1,13,"4759.                 Having surveyed the scene of the accident: - The vehicle causing the accident was parked in front of a shop, he started the engine and put the gear in back position and pressed the pedal, instead of moving forward, he moved backward, it climbed the pavement and hit 2 persons and the shop front, it carried on and broke into the shop hitting another 2 persons, 4 people got injured and physical damages occurred to the shop and the vehicle as illustrated in the chart.      ","Madinat Zayed, behind the gold market",No,40,Stop,2
Abu Dhabi,Shaabiya Police Station,2012,March,05-03-12,Abu Dhabi,Internal road,1.0012E+11,5,First week,Traffic accident with injuries,Negligence and inobservance,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),Commercial area,Car parking,night - enough lights,clear,Dry,Not on Intersection,Rear collision,Bangladesh,N,Pedestrian,No passenger,Minor,25,M,Male,25,18 to 30 years,Mar,Asian States,Monday,18:30,PM,18 to 30 years,1,Madinat Zayed (Abu Dhabi),Block 14-1,13,"4760.                 Having surveyed the scene of the accident: - The vehicle causing the accident was parked in front of a shop, he started the engine and put the gear in back position and pressed the pedal, instead of moving forward, he moved backward, it climbed the pavement and hit 2 persons and the shop front, it carried on and broke into the shop hitting another 2 persons, 4 people got injured and physical damages occurred to the shop and the vehicle as illustrated in the chart.      ","Madinat Zayed, behind the gold market",No,40,Stop,2
Abu Dhabi,Shaabiya Police Station,2012,March,05-03-12,Abu Dhabi,Internal road,1.0012E+11,5,First week,Traffic accident with injuries,Negligence and inobservance,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),Commercial area,Car parking,night - enough lights,clear,Dry,Not on Intersection,Rear collision,Pakistan,N,Pedestrian,No passenger,Minor,48,M,Male,48,46 to 60 years,Mar,Asian States,Monday,18:30,PM,46 to 60 years,1,Madinat Zayed (Abu Dhabi),Block 14-1,13,"4761.                 Having surveyed the scene of the accident: - The vehicle causing the accident was parked in front of a shop, he started the engine and put the gear in back position and pressed the pedal, instead of moving forward, he moved backward, it climbed the pavement and hit 2 persons and the shop front, it carried on and broke into the shop hitting another 2 persons, 4 people got injured and physical damages occurred to the shop and the vehicle as illustrated in the chart.      ","Madinat Zayed, behind the gold market",No,40,None,2
Abu Dhabi,Shaabiya Police Station,2012,March,05-03-12,Abu Dhabi,Internal road,1.0012E+11,5,First week,Traffic accident with injuries,Negligence and inobservance,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),Commercial area,Car parking,night - enough lights,clear,Dry,Not on Intersection,Rear collision,Bangladesh,N,Pedestrian,No passenger,Minor,49,M,Male,49,46 to 60 years,Mar,Asian States,Monday,18:30,PM,46 to 60 years,1,Madinat Zayed (Abu Dhabi),Block 14-1,13,"4762.                 Having surveyed the scene of the accident: - The vehicle causing the accident was parked in front of a shop, he started the engine and put the gear in back position and pressed the pedal, instead of moving forward, he moved backward, it climbed the pavement and hit 2 persons and the shop front, it carried on and broke into the shop hitting another 2 persons, 4 people got injured and physical damages occurred to the shop and the vehicle as illustrated in the chart.      ","Madinat Zayed, behind the gold market",No,40,Stop,2
Abu Dhabi,Khaldiya Police Station,2012,March,06-03-12,Abu Dhabi,Internal road,1.0012E+11,6,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP3 IntersectionZayed Al Awal - Tariq Bin Zeyad,IP3 IntersectionZayed Al Awal - Tariq Bin Zeyad,Residential area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Bangladesh,Y,Driver,Driver's seat,Minor,36,M,Male,36,31 to 45 years,Mar,Asian States,Tuesday,9:04,AM,31 to 45 years,1,Al Hosn,Block 33-2,91,"4763.                 Having surveyed the scene of the accident: - The first vehicle causing the accident coming from the north to the south taking the left second lane, the second causing was coming from the south to the west, when the latter turned to the left, it surprised by a motorbike in the middle lane, the later tried to avoid collusion but it failed in hit the second vehicle as illustrated in the chart.      ",Zayed Al Awal intersection with Tariq bin Ziad,Yes,60,None,3
Abu Dhabi,Shaabiya Police Station,2012,March,07-03-12,Abu Dhabi,Internal road,1.0012E+11,7,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP44 IntersectionSalam - Hazaa Bin Zayed Al Awal,IP44 IntersectionSalam - Hazaa Bin Zayed Al Awal,Bridge / Tunnel,Intersection,night - enough lights,clear,Dry,Half Perpendicular Intersection,Perpendicular collision,Australia,Y,Passenger,Front passenger seat,Minor,58,F,Female,58,46 to 60 years,Mar,Other,Wednesday,21:25,PM,46 to 60 years,1,Dhafra (Abu Dhabi),Block 55-1,160,"4764.                 Having surveyed the scene of the accident: - The first vehicle causing the accident coming from the north to the south taking the left second lane, the second causing was coming from the south to the west, when the latter turned to the left, it surprised by a motorbike in the middle lane, the later tried to avoid collusion but it failed in hit the second vehicle as illustrated in the chart.      ",The intersection of Hazaa Street with Al Salam Street,Yes,60,None,2
Abu Dhabi,Shaabiya Police Station,2012,March,07-03-12,Abu Dhabi,Internal road,1.0012E+11,7,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP44 IntersectionSalam - Hazaa Bin Zayed Al Awal,IP44 IntersectionSalam - Hazaa Bin Zayed Al Awal,Bridge / Tunnel,Intersection,night - enough lights,clear,Dry,Half Perpendicular Intersection,Perpendicular collision,Egypt,Y,Driver,Driver's seat,Minor,51,F,Female,51,46 to 60 years,Mar,Arab States,Wednesday,21:25,PM,46 to 60 years,1,Dhafra (Abu Dhabi),Block 55-1,160,"4765.                 Having surveyed the scene of the accident: - The vehicle causing the accident coming from the south to the north taking the left lane, the damaged vehicle was coming from the west to the east, when the latter ran the red light it crashed into the left side of the causing, the latter climbed the pavement, both vehicles stopped at the intersection as illustrated in the chart.      ",The intersection of Hazaa Street with Al Salam Street,Yes,60,None,2
Abu Dhabi,Shaabiya Police Station,2012,March,07-03-12,Abu Dhabi,Internal road,1.0012E+11,7,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP44 IntersectionSalam - Hazaa Bin Zayed Al Awal,IP44 IntersectionSalam - Hazaa Bin Zayed Al Awal,Bridge / Tunnel,Intersection,night - enough lights,clear,Dry,Half Perpendicular Intersection,Perpendicular collision,India,Y,Driver,Driver's seat,Minor,55,M,Male,55,46 to 60 years,Mar,Asian States,Wednesday,21:25,PM,46 to 60 years,1,Dhafra (Abu Dhabi),Block 55-1,160,"4766.                 Having surveyed the scene of the accident: - The vehicle causing the accident coming from the south to the north taking the left lane, the damaged vehicle was coming from the west to the east, when the latter ran the red light it crashed into the left side of the causing, the latter climbed the pavement, both vehicles stopped at the intersection as illustrated in the chart.      ",The intersection of Hazaa Street with Al Salam Street,Yes,60,None,2
Abu Dhabi,Shaabiya Police Station,2012,March,07-03-12,Abu Dhabi,Internal road,1.0012E+11,7,First week,Traffic accident with injuries,Ignoring traffic lights,1,IP36 IntersectionSalam - Falah,IP36 IntersectionSalam - Falah,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,Y,Passenger,Front passenger seat,Minor,24,M,Male,24,18 to 30 years,Mar,UAE,Wednesday,10:30,AM,18 to 30 years,1,Madinat Zayed (Abu Dhabi),Block 54-1,150,"4767.                 Having surveyed the scene of the accident: - The vehicle causing the accident coming from the east to the west taking the second right lane, the damaged vehicle was coming from the south to the north, the two arrived the intersection without respecting the traffic rules, then the accident happened as illustrated in the chart.      ",Formerly Al Futtaim intersection (Al Salam / Al Falah),Yes,60,None,4
Abu Dhabi,Shaabiya Police Station,2012,March,07-03-12,Abu Dhabi,Internal road,1.0012E+11,7,First week,Traffic accident with injuries,Ignoring road lane,1,IP10 IntersectionZayed Al Awal - Baniyas (Najda),IP10 IntersectionZayed Al Awal - Baniyas (Najda),Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Side collision,Egypt,N,Passenger,Back passenger seat,Minor,2,F,Female,2,1 to 7 years,Mar,Arab States,Wednesday,19:05,PM,Below 18 years,1,Markaziya,Block 33-1,97,"4768.                 Having surveyed the scene of the accident: - The vehicle causing the accident coming from the east to the west taking the second right lane, the damaged vehicle was coming from the south to the north, the two arrived the intersection without respecting the traffic rules, then the accident happened as illustrated in the chart.      ",Al Hamra Plaza intersection,No,60,None,4
Abu Dhabi,Shaabiya Police Station,2012,March,07-03-12,Abu Dhabi,Internal road,1.0012E+11,7,First week,Traffic accident with injuries,Ignoring road lane,1,IP10 IntersectionZayed Al Awal - Baniyas (Najda),IP10 IntersectionZayed Al Awal - Baniyas (Najda),Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Side collision,Pakistan,Y,Driver,Driver's seat,Minor,45,M,Male,45,31 to 45 years,Mar,Asian States,Wednesday,19:05,PM,31 to 45 years,1,Markaziya,Block 33-1,97,"4769.                 Having surveyed the scene of the accident: - The vehicle causing the accident coming from the east to the west taking the second right lane, the damaged vehicle was coming from the south to the north, the two arrived the intersection without respecting the traffic rules, then the accident happened as illustrated in the chart.      ",Al Hamra Plaza intersection,Yes,60,None,4
Abu Dhabi,Shaabiya Police Station,2012,March,07-03-12,Abu Dhabi,Internal road,1.0012E+11,7,First week,Traffic accident with injuries,Ignoring road lane,1,IP10 IntersectionZayed Al Awal - Baniyas (Najda),IP10 IntersectionZayed Al Awal - Baniyas (Najda),Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Side collision,Egypt,N,Passenger,Back passenger seat,Severe,3,M,Male,3,1 to 7 years,Mar,Arab States,Wednesday,19:05,PM,Below 18 years,1,Markaziya,Block 33-1,97,"4770.                 Having surveyed the scene of the accident: - The vehicle causing the accident coming from the east to the west taking the second right lane, the damaged vehicle was coming from the south to the north, the two arrived the intersection without respecting the traffic rules, then the accident happened as illustrated in the chart.      ",Al Hamra Plaza intersection,No,60,None,4
Abu Dhabi,Shaabiya Police Station,2012,March,07-03-12,Abu Dhabi,Internal road,1.0012E+11,7,First week,Traffic accident with injuries,Ignoring road lane,1,IP10 IntersectionZayed Al Awal - Baniyas (Najda),IP10 IntersectionZayed Al Awal - Baniyas (Najda),Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Side collision,Egypt,N,Passenger,Back passenger seat,Minor,33,F,Female,33,31 to 45 years,Mar,Arab States,Wednesday,19:05,PM,31 to 45 years,1,Markaziya,Block 33-1,97,"4771.                 Having surveyed the scene of the accident: - The vehicle causing the accident coming from the east to the west taking the second right lane, the damaged vehicle was coming from the south to the north, the two arrived the intersection without respecting the traffic rules, then the accident happened as illustrated in the chart.      ",Al Hamra Plaza intersection,No,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,March,07-03-12,Abu Dhabi,Internal road,1.0012E+11,7,First week,Traffic accident with injuries,Bypassing the red traffic light,1,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Fuel Station,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Philippines,Y,Passenger,Back passenger seat,Minor,44,F,Female,44,31 to 45 years,Mar,Asian States,Wednesday,23:10,PM,31 to 45 years,1,Mushrif,Block 24-2,188,"4772.                 Having surveyed the scene of the accident: - The vehicle causing the accident coming from the east to the west, the damaged vehicle was coming from the south to the east, a driver ran the red light and bumped into the left side of the causing vehicle as illustrated in the chart.      ",Intersection of Pepsi Cola Factory,Yes,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,March,07-03-12,Abu Dhabi,Internal road,1.0012E+11,7,First week,Traffic accident with injuries,Bypassing the red traffic light,1,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Fuel Station,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Jordan,Y,Driver,Driver's seat,Minor,28,F,Female,28,18 to 30 years,Mar,Arab States,Wednesday,23:10,PM,18 to 30 years,1,Mushrif,Block 24-2,188,"4773.                 Having surveyed the scene of the accident: - The vehicle causing the accident coming from the east to the west, the damaged vehicle was coming from the south to the east, a driver ran the red light and bumped into the left side of the causing vehicle as illustrated in the chart.      ",Intersection of Pepsi Cola Factory,Yes,60,None,4
Abu Dhabi,Al Madina Police Station,2012,March,08-03-12,Abu Dhabi,Internal road,1.0012E+11,8,First week,Traffic accident with injuries,Not giving priority to pedestrian crossing,1,Street Hamdan Bin Mohamed(5),Street Hamdan Bin Mohamed(5),Commercial area,Double road,day,clear,Dry,Not on Intersection,Person run over,India,N,Pedestrian,No passenger,Severe,37,M,Male,37,31 to 45 years,Mar,Asian States,Thursday,17:25,PM,31 to 45 years,1,Markaziya,Block 53-1,26,"4774.                 Having surveyed the scene of the accident: - The vehicle causing the accident coming from the east to the west, the damaged vehicle was coming from the south to the east, a driver ran the red light and bumped into the left side of the causing vehicle as illustrated in the chart.      ",Opposite Liwa Center,No,60,Cross on crosswalk not in the intersection,3
Abu Dhabi,Khaldiya Police Station,2012,March,09-03-12,Abu Dhabi,Internal road,1.0012E+11,9,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,Residential area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,N,Passenger,Front passenger seat,Minor,19,F,Female,19,18 to 30 years,Mar,UAE,Friday,20:55,PM,18 to 30 years,1,Rawdah,Block 77-2,177,"4775.                 Having surveyed the scene of the accident: - The vehicle causing the accident coming from the east to the west, the damaged vehicle was coming from the south to the east, a driver ran the red light and bumped into the left side of the causing vehicle as illustrated in the chart.      ","Arabian Gulf Street, formerly Al-Ittihadiya intersection",No,80,None,
Abu Dhabi,Khaldiya Police Station,2012,March,09-03-12,Abu Dhabi,Internal road,1.0012E+11,9,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,Residential area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Sultanate of Oman,N,Passenger,Back passenger seat,Moderate,20,F,Female,20,18 to 30 years,Mar,GCC,Friday,20:55,PM,18 to 30 years,1,Rawdah,Block 77-2,177,"4776.                 Having surveyed the scene of the accident: - The vehicle causing the accident coming from the east to the west, the damaged vehicle was coming from the south to the east, a driver ran the red light and bumped into the left side of the causing vehicle as illustrated in the chart.      ","Arabian Gulf Street, formerly Al-Ittihadiya intersection",No,80,None,
Abu Dhabi,Khaldiya Police Station,2012,March,09-03-12,Abu Dhabi,Internal road,1.0012E+11,9,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,Residential area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,Y,Driver,Driver's seat,Minor,20,F,Female,20,18 to 30 years,Mar,UAE,Friday,20:55,PM,18 to 30 years,1,Rawdah,Block 77-2,177,"4777.                 Having surveyed the scene of the accident: - The vehicle causing the accident coming from the east to the west, the damaged vehicle was coming from the south to the east, a driver ran the red light and bumped into the left side of the causing vehicle as illustrated in the chart.      ","Arabian Gulf Street, formerly Al-Ittihadiya intersection",Yes,80,None,
Abu Dhabi,Shaabiya Police Station,2012,March,11-03-12,Abu Dhabi,Internal road,1.0012E+11,11,First week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),Bridge / Tunnel,Double road,day,clear,Dry,Not on or around 20 meters,Person run over,Bangladesh,N,Pedestrian,No passenger,Minor,31,M,Male,31,31 to 45 years,Mar,Asian States,Sunday,11:03,AM,31 to 45 years,1,Al Wahda,Block 16-1,13,"4778.                 Having surveyed the scene of the accident: - The vehicle causing the accident coming from the west to the north taking the left lane, the victim was crossing the road from the south to the north in a point not designated for the pedestrians, the driver exceeded the speed as he driven to the island, then he crashed into the victim, the latter fell to the ground injured along with physical damages to the vehicles as illustrated in the chart.      ","Al Dhafra Street before Al Nahyan Bridge, outward",No,60,"Cross, there's no crosswalk",4
Abu Dhabi,Shaabiya Police Station,2012,March,11-03-12,Abu Dhabi,Internal road,1.0012E+11,11,First week,Traffic accident with injuries,Not leaving enough space,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),Govt. authority,Double road,day,clear,Dry,Not on or around 20 meters,Rear collision,India,Y,Driver,Driver's seat,Minor,49,M,Male,49,46 to 60 years,Mar,Asian States,Sunday,11:10,AM,46 to 60 years,1,Hadbat Al Zafaran,Block 40-1,13,"4779.                 Having surveyed the scene of the accident: - all vehicles causing the accident coming from the east to the west taking the left lane, the damaged vehicle was ahead of the causing, the second causing was behind the first causing, the third causing was behind the second causing, due to the little distance among all, the front of the first causing crashed into the rear part of the second and so on, the driver of the third causing got mild injured and taken to hospital for treatment along with physical damages to the vehicles as illustrated in the chart.      ","Al Muroor Street, after the civil defense intersection, outward",Yes,60,None,4
Abu Dhabi,Shaabiya Police Station,2012,March,11-03-12,Abu Dhabi,Internal road,1.0012E+11,11,First week,Traffic accident with injuries,Driving back without attention,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),Commercial area,Car parking,day,clear,Dry,Not on Intersection,Rear collision,Bangladesh,Y,Driver,Driver's seat,Moderate,50,M,Male,50,46 to 60 years,Mar,Asian States,Sunday,13:30,PM,46 to 60 years,1,Dhafra (Abu Dhabi),Block 35-1,13,"4780.                 Having surveyed the scene of the accident: - The vehicle causing the accident was in the parking lot, it moved backward, due to negligence it hit the rear part of the other parked one as illustrated in the chart.      ","Al Muroor Street, opposite Rabban Al Khaleej Restaurant",Yes,20,None,2
Abu Dhabi,Shaabiya Police Station,2012,March,12-03-12,Abu Dhabi,Internal road,1.0012E+11,12,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP10 IntersectionZayed Al Awal - Baniyas (Najda),IP10 IntersectionZayed Al Awal - Baniyas (Najda),Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Egypt,N,Passenger,Back passenger seat,Moderate,35,F,Female,35,31 to 45 years,Mar,Arab States,Monday,5:10,PM,31 to 45 years,1,Markaziya,Block 33-1,97,"4781.                 Having surveyed the scene of the accident: - The vehicle causing the accident was coming from the east to the west taking the second left lane, the damaged vehicle was coming from the south to north taking the second lane, the driver of the first ran the red light and crashed into front of the second, then it kept moving and hit the pavement, it stopped off the road, the passenger of the causing mildly injured along with physical damages to the vehicles as illustrated in the chart.      ","The intersection of Zayed Al Awal Street with Baniyas Street, Al Hamra Plaza intersection",No,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,March,12-03-12,Abu Dhabi,Internal road,1.0012E+11,12,First week,Traffic accident with injuries,Negligence and inobservance,1,Street Bainunah(34),Street Bainunah(34),Commercial area,Double road,day,clear,Dry,Turn ,Side collision,Yemen,Y,Driver,Driver's seat,Moderate,46,F,Female,46,46 to 60 years,Mar,GCC,Monday,7:20,AM,46 to 60 years,1,Al Butain,Block 94-2,19,"4782.                 Having surveyed the scene of the accident: - The vehicle causing the accident was stand still, the damaged was coming from the west to the east, the driver of the latter was surprised by the driver of the first opening the door without watching out the road, the door crashed into the right angle of the damaged as illustrated in the chart.      ","After Hilton intersection, outward",Yes,40,None,2
Abu Dhabi,Shaabiya Police Station,2012,March,13-03-12,Abu Dhabi,Internal road,1.0012E+11,13,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP11A Street Salam (IntersectionFood Control Agency),IP11A Street Salam (IntersectionFood Control Agency),Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Pakistan,N,Passenger,Front passenger seat,Minor,40,M,Male,40,31 to 45 years,Mar,Asian States,Tuesday,3:05,PM,31 to 45 years,1,Madinat Zayed (Abu Dhabi),Block 54-1,145,"4783.                 Having surveyed the scene of the accident: - The vehicle causing the accident was coming from the west to the east taking the second lane turning to the north direction of Almajed Association, the damaged was coming from the east to the west taking the second lane, once both arrived the intersection,  the driver of the causing ran the red light and crashed into the front part of the damaged one, 4 people were mildly injured in the causing vehicle, who were taken to the hospital for treatment, along with physical damages to the vehicles as illustrated in the chart.      ",Intersection of the Food Control Center,No,60,None,6
