Emirate,Police Station,Year,Month,Date,City,Road,Report Number,Day,Week,Report type,Reasons,Computed,Streets,Street,Place,Location,lighting,Weather,Road surface,Intersection,Accident Type,Nationalities,Seat Belt,Injured person position,Injured person's seat,Degree of the injury,Age of the injured,Gender,Gender of the injured,Inp Age,Age Group,Date - Month,Nationality of the Injured person,Day,Iac Rep Time,Time,Age Group - Ministry,Computed2,Area,Block,Str Code,Accident Description,Location,Fasten seat belt,Road speed limit,Pedestrian action,Number of Lanes
Abu Dhabi,Khaldiya Police Station,2012,October,14-10-12,Abu Dhabi,Internal road,1.0012E+11,14,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP79 IntersectionAl Saada - Khalifa Bin Shakhbout,IP79 IntersectionAl Saada - Khalifa Bin Shakhbout,Residential area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Syria,N,Passenger,Front passenger seat,Minor,2,F,Female,2,1 to 7 years,Oct,Arab States,Sunday,7:55,AM,Below 18 years,1,Mushrif,Block 59-2,133,"5088.                  After examining and inspecting the accident site, the following was noted: The vehicle causing the accident was traveling from the north towards the south and was taking the middle lane, while the two vehicles were traveling from east to west, as the first damaged vehicle was traveling on the far left, and the second damaged vehicle was traveling in the second lane from the left and while the vehicles were traveling, and due to the Bypassing the red traffic light by the Driver of the vehicle causing the accident, the front of the vehicle collided with the right side of the first damaged vehicle, then the left side of the vehicle causing the accident collided with the base of the concrete traffic light and while it was moving back and entering the strip separating the two roads, the front side of the vehicle collided with second damaged vehicle was on the left side of the causing vehicle, then the damaged vehicle reversed and its rear collided on the right side of the causing vehicle, and after colliding with the vehicle causing the accident, it collided with the concrete base of the traffic signal and then settled on the opposite street according to the picture in the diagram, and the accident resulted in the injury to the driver, two Passengers and a child in the first damaged vehicle, a woman in the second damaged vehicle, damage to the traffic light base, and material damage to the vehicles.",The intersection of Al Saada Street with Khalifa Bin Shakhbout Street,No,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,October,14-10-12,Abu Dhabi,Internal road,1.0012E+11,14,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP79 IntersectionAl Saada - Khalifa Bin Shakhbout,IP79 IntersectionAl Saada - Khalifa Bin Shakhbout,Residential area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,N,Passenger,Front passenger seat,Minor,21,F,Female,21,18 to 30 years,Oct,UAE,Sunday,7:55,AM,18 to 30 years,1,Mushrif,Block 59-2,133,"5089.                  After examining and inspecting the accident site, the following was noted: The vehicle causing the accident was traveling from the north towards the south and was taking the middle lane, while the two vehicles were traveling from east to west, as the first damaged vehicle was traveling on the far left, and the second damaged vehicle was traveling in the second lane from the left and while the vehicles were traveling, and due to the Bypassing the red traffic light by the Driver of the vehicle causing the accident, the front of the vehicle collided with the right side of the first damaged vehicle, then the left side of the vehicle causing the accident collided with the base of the concrete traffic light and while it was moving back and entering the strip separating the two roads, the front side of the vehicle collided with second damaged vehicle was on the left side of the causing vehicle, then the damaged vehicle reversed and its rear collided on the right side of the causing vehicle, and after colliding with the vehicle causing the accident, it collided with the concrete base of the traffic signal and then settled on the opposite street according to the picture in the diagram, and the accident resulted in the injury to the driver, two Passengers and a child in the first damaged vehicle, a woman in the second damaged vehicle, damage to the traffic light base, and material damage to the vehicles.",The intersection of Al Saada Street with Khalifa Bin Shakhbout Street,No,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,October,14-10-12,Abu Dhabi,Internal road,1.0012E+11,14,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP79 IntersectionAl Saada - Khalifa Bin Shakhbout,IP79 IntersectionAl Saada - Khalifa Bin Shakhbout,Residential area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Egypt,Y,Driver,Driver's seat,Minor,34,M,Male,34,31 to 45 years,Oct,Arab States,Sunday,7:55,AM,31 to 45 years,1,Mushrif,Block 59-2,133,"5090.                  After examining and inspecting the accident site, the following was noted: The vehicle causing the accident was traveling from the north towards the south and was taking the middle lane, while the two vehicles were traveling from east to west, as the first damaged vehicle was traveling on the far left, and the second damaged vehicle was traveling in the second lane from the left and while the vehicles were traveling, and due to the Bypassing the red traffic light by the Driver of the vehicle causing the accident, the front of the vehicle collided with the right side of the first damaged vehicle, then the left side of the vehicle causing the accident collided with the base of the concrete traffic light and while it was moving back and entering the strip separating the two roads, the front side of the vehicle collided with second damaged vehicle was on the left side of the causing vehicle, then the damaged vehicle reversed and its rear collided on the right side of the causing vehicle, and after colliding with the vehicle causing the accident, it collided with the concrete base of the traffic signal and then settled on the opposite street according to the picture in the diagram, and the accident resulted in the injury to the driver, two Passengers and a child in the first damaged vehicle, a woman in the second damaged vehicle, damage to the traffic light base, and material damage to the vehicles.",The intersection of Al Saada Street with Khalifa Bin Shakhbout Street,Yes,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,October,14-10-12,Abu Dhabi,Internal road,1.0012E+11,14,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP79 IntersectionAl Saada - Khalifa Bin Shakhbout,IP79 IntersectionAl Saada - Khalifa Bin Shakhbout,Residential area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Philippines,Y,Driver,Driver's seat,Minor,31,F,Female,31,31 to 45 years,Oct,Asian States,Sunday,7:55,AM,31 to 45 years,1,Mushrif,Block 59-2,133,"5091.                  After examining and inspecting the accident site, the following was noted: The vehicle causing the accident was traveling from the north towards the south and was taking the middle lane, while the two vehicles were traveling from east to west, as the first damaged vehicle was traveling on the far left, and the second damaged vehicle was traveling in the second lane from the left and while the vehicles were traveling, and due to the Bypassing the red traffic light by the Driver of the vehicle causing the accident, the front of the vehicle collided with the right side of the first damaged vehicle, then the left side of the vehicle causing the accident collided with the base of the concrete traffic light and while it was moving back and entering the strip separating the two roads, the front side of the vehicle collided with second damaged vehicle was on the left side of the causing vehicle, then the damaged vehicle reversed and its rear collided on the right side of the causing vehicle, and after colliding with the vehicle causing the accident, it collided with the concrete base of the traffic signal and then settled on the opposite street according to the picture in the diagram, and the accident resulted in the injury to the driver, two Passengers and a child in the first damaged vehicle, a woman in the second damaged vehicle, damage to the traffic light base, and material damage to the vehicles.",The intersection of Al Saada Street with Khalifa Bin Shakhbout Street,Yes,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,October,14-10-12,Abu Dhabi,Internal road,1.0012E+11,14,Second week,Traffic accident with injuries,Driving back without traffic clearance,1,Street Arabian Gulf(30),Street Arabian Gulf(30),Residential area,Double road,day,clear,Dry,Not on Intersection,Person run over,UAE,N,Pedestrian,No passenger,Severe,60,M,Male,60,46 to 60 years,Oct,UAE,Sunday,12:22,PM,46 to 60 years,1,Al Butain,Block 74-2,16,"5092.                  After examining and inspecting the accident site, the following was noted: The vehicle causing the accident was traveling from the north towards the south and was taking the middle lane, while the two vehicles were traveling from east to west, as the first damaged vehicle was traveling on the far left, and the second damaged vehicle was traveling in the second lane from the left and while the vehicles were traveling, and due to the Bypassing the red traffic light by the Driver of the vehicle causing the accident, the front of the vehicle collided with the right side of the first damaged vehicle, then the left side of the vehicle causing the accident collided with the base of the concrete traffic light and while it was moving back and entering the strip separating the two roads, the front side of the vehicle collided with second damaged vehicle was on the left side of the causing vehicle, then the damaged vehicle reversed and its rear collided on the right side of the causing vehicle, and after colliding with the vehicle causing the accident, it collided with the concrete base of the traffic signal and then settled on the opposite street according to the picture in the diagram, and the accident resulted in the injury to the driver, two Passengers and a child in the first damaged vehicle, a woman in the second damaged vehicle, damage to the traffic light base, and material damage to the vehicles.",Before the intersection of Arabian Gulf Street with Hazaa Street,No,60,"Cross, but not on the crosswalk",3
Abu Dhabi,Shaabiya Police Station,2012,October,15-10-12,Abu Dhabi,Internal road,1.0012E+11,15,Third week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),School,Double road,day,clear,Dry,Not on Intersection,Person run over,Philippines,N,Pedestrian,No passenger,Minor,14,F,Female,14,8 to 17 years,Oct,Asian States,Monday,15:40,PM,Below 18 years,1,Hadbat Al Zafaran,Block 40-1,13,"5093.                  After examining and inspecting the accident site, the following was noted: While the vehicle causing the accident was coming from the east towards the west and traveling on the far left, and the runover people (school students) were trying to cross the street on foot from the north towards the south from through a place not designated to pedestrians cross, and upon their arrival in the left lane and the arrival of the vehicle causing the accident and due to overspeed without taking road conditions into account, this led to the occurrence of this accident as the front of the vehicle causing the accident hit the school students. The accident resulted in the pedestrians being injured and material damage to the vehicle. According to the plan, the accident occurred","Before the intersection of Pakistani school, inward",No,80,"Cross, there's no crosswalk",4
Abu Dhabi,Shaabiya Police Station,2012,October,15-10-12,Abu Dhabi,Internal road,1.0012E+11,15,Third week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),School,Double road,day,clear,Dry,Not on Intersection,Person run over,Philippines,N,Pedestrian,No passenger,Severe,15,F,Female,15,8 to 17 years,Oct,Asian States,Monday,15:40,PM,Below 18 years,1,Hadbat Al Zafaran,Block 40-1,13,"5094.                  After examining and inspecting the accident site, the following was noted: While the vehicle causing the accident was coming from the east towards the west and traveling on the far left, and the runover people (school students) were trying to cross the street on foot from the north towards the south from through a place not designated to pedestrians cross, and upon their arrival in the left lane and the arrival of the vehicle causing the accident and due to overspeed without taking road conditions into account, this led to the occurrence of this accident as the front of the vehicle causing the accident hit the school students. The accident resulted in the pedestrians being injured and material damage to the vehicle. According to the plan, the accident occurred","Before the intersection of Pakistani school, inward",No,80,"Cross, there's no crosswalk",4
Abu Dhabi,Shaabiya Police Station,2012,October,15-10-12,Abu Dhabi,Internal road,1.0012E+11,15,Third week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),School,Double road,day,clear,Dry,Not on Intersection,Person run over,Philippines,N,Pedestrian,No passenger,Moderate,13,M,Male,13,8 to 17 years,Oct,Asian States,Monday,15:40,PM,Below 18 years,1,Hadbat Al Zafaran,Block 40-1,13,"5095.                  After examining and inspecting the accident site, the following was noted: While the vehicle causing the accident was coming from the east towards the west and traveling on the far left, and the runover people (school students) were trying to cross the street on foot from the north towards the south from through a place not designated to pedestrians cross, and upon their arrival in the left lane and the arrival of the vehicle causing the accident and due to overspeed without taking road conditions into account, this led to the occurrence of this accident as the front of the vehicle causing the accident hit the school students. The accident resulted in the pedestrians being injured and material damage to the vehicle. According to the plan, the accident occurred","Before the intersection of Pakistani school, inward",No,80,"Cross, there's no crosswalk",4
Abu Dhabi,Shaabiya Police Station,2012,October,15-10-12,Abu Dhabi,Internal road,1.0012E+11,15,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP75D IntersectionAl Sharqi (Muroor) - Street 31,IP75D IntersectionAl Sharqi (Muroor) - Street 31,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,N,Passenger,Back passenger seat,Moderate,58,F,Female,58,46 to 60 years,Oct,UAE,Monday,12:01,PM,46 to 60 years,1,Hadbat Al Zafaran,Block 25-1,186,"5096.                  After examining and inspecting the accident site, the following was noted: While the vehicle causing the accident was coming from the east towards the west and traveling on the far left, and the runover people (school students) were trying to cross the street on foot from the north towards the south from through a place not designated to pedestrians cross, and upon their arrival in the left lane and the arrival of the vehicle causing the accident and due to overspeed without taking road conditions into account, this led to the occurrence of this accident as the front of the vehicle causing the accident hit the school students. The accident resulted in the pedestrians being injured and material damage to the vehicle. According to the plan, the accident occurred",The intersection of Al Muroor Street with Street 31 (Al-Haraj Intersection),No,80,None,5
Abu Dhabi,Shaabiya Police Station,2012,October,15-10-12,Abu Dhabi,Internal road,1.0012E+11,15,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP75D IntersectionAl Sharqi (Muroor) - Street 31,IP75D IntersectionAl Sharqi (Muroor) - Street 31,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,Y,Driver,Driver's seat,Moderate,31,F,Female,31,31 to 45 years,Oct,UAE,Monday,12:01,PM,31 to 45 years,1,Hadbat Al Zafaran,Block 25-1,186,"5097.                  After examining and inspecting the accident site, the following was noted: While the vehicle causing the accident was coming from the east towards the west and traveling on the far left, and the runover people (school students) were trying to cross the street on foot from the north towards the south from through a place not designated to pedestrians cross, and upon their arrival in the left lane and the arrival of the vehicle causing the accident and due to overspeed without taking road conditions into account, this led to the occurrence of this accident as the front of the vehicle causing the accident hit the school students. The accident resulted in the pedestrians being injured and material damage to the vehicle. According to the plan, the accident occurred",The intersection of Al Muroor Street with Street 31 (Al-Haraj Intersection),Yes,80,None,5
Abu Dhabi,Shaabiya Police Station,2012,October,15-10-12,Abu Dhabi,Internal road,1.0012E+11,15,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP75D IntersectionAl Sharqi (Muroor) - Street 31,IP75D IntersectionAl Sharqi (Muroor) - Street 31,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,India,Y,Driver,Driver's seat,Minor,41,M,Male,41,31 to 45 years,Oct,Asian States,Monday,12:01,PM,31 to 45 years,1,Hadbat Al Zafaran,Block 25-1,186,"5098.                  After examining and inspecting the accident site, the following was noted: The vehicle causing the accident was coming from the east, turning to the south and taking the second lane from the left, and the first damaged vehicle was coming from the west towards the east on the second lane from the left, and the second damaged vehicle was coming from the west towards the east and taking the third lane from the left, and when the vehicles reached the middle of the intersection, and because of bypassing the red light by the vehicle causing the accident, the front side of the first damaged vehicle collided with the rear left side of the causing vehicle, and the second damaged vehicle collided with the front side of the causing vehicle, which led to the turnover of the causing vehicle, then it hit the concrete base of the traffic light and the vehicle causing the accident settled on its left side in the middle of the intersection and thus the accident occurred.",The intersection of Al Muroor Street with Street 31 (Al-Haraj Intersection),Yes,80,None,5
Abu Dhabi,Shaabiya Police Station,2012,October,16-10-12,Abu Dhabi,Internal road,1.0012E+11,16,Third week,Traffic accident with injuries,Not leaving enough space,1,Al Saada Intersection - Salam IP69,Al Saada Intersection - Salam IP69,Bridge / Tunnel,Double road,day,clear,Dry,Not on or around 20 meters,Rear collision,USA,Y,Driver,Driver's seat,Minor,69,M,Male,69,Above 60,Oct,Other,Tuesday,10:56,AM,Above 60,1,Qasr Al Bahar,Block 36-1,129,"5099.                  After examining and inspecting the accident site, the following was noted: The two vehicles were coming from the east towards the west and were taking the second lane from the left, and the vehicle causing the accident was driving in the rear and the damaged vehicle was driving in the front, and while they were traveling and due to not leaving enough space between the two vehicles, this led to the accident, where the front of the vehicle causing the accident collided with the rear of the damaged vehicle. As a result of the accident, the damaged vehicle driver was injured and material damage occurred to the two vehicles. According to the plan, the accident occurred. Note: The person who caused the accident claims that the injured person stopped suddenly on the street","The intersection of Al Sharqi Ring Road, before Al Saada Bridge",Yes,100,None,4
Abu Dhabi,Shaabiya Police Station,2012,October,16-10-12,Abu Dhabi,Internal road,1.0012E+11,16,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP44A IntersectionHazaa Bin Zayed Al Awal - Baniyas (Najda),IP44A IntersectionHazaa Bin Zayed Al Awal - Baniyas (Najda),Hospital,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,India,Y,Driver,Driver's seat,Minor,36,M,Male,36,31 to 45 years,Oct,Asian States,Tuesday,15:10,PM,31 to 45 years,1,Dhafra (Abu Dhabi),Block 35-1,161,"5100.                  After examining and inspecting the accident site, the following was noted: While the Driver causing the accident was coming from the north towards the south on the far right lane, and while the Driver of the damaged vehicle was coming from the south towards the north, and because of the red light bypassed by the driver causing the accident, the damaged vehicle turned to the left, this coincided with the arrival of the driver, which caused the accident, as he was traveling forward, and the front side of the vehicle causing the accident collided with the front side of the damaged vehicle, and as a result of the collision, the causing vehicle returned to the rear and hit the sidewalk. As a result of the accident, the driver of the damaged vehicle was injured and the two vehicles were damaged, and according to the plan, the accident occurred",Near Dar Al Shifa Hospital,Yes,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,October,17-10-12,Abu Dhabi,Internal road,1.0012E+11,17,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP57Q IntersectionHazaa Bin Zayed - Arabian Gulf,IP57Q IntersectionHazaa Bin Zayed - Arabian Gulf,Fuel Station,Intersection,night - enough lights,clear,Dry,Half Perpendicular Intersection,Perpendicular collision,UAE,Y,Passenger,Front passenger seat,Minor,63,F,Female,63,Above 60,Oct,UAE,Wednesday,22:40,PM,Above 60,1,Al Butain,Block 75-2,167,"5101.                  After examining and inspecting the accident site, the following was noted: While the first vehicle causing the accident was coming from the west, turning towards the north, taking the far-left lane, and the second causing vehicle was coming from the east towards the west and taking the first lane from the left. And due to bypassing the red traffic light by one of the two vehicles, the right rear side of the first causing vehicle collided with the front right of the second causing vehicle, and the accident resulted in the injury of the passenger of the first causing vehicle and material damage to the vehicles. The accident was drawn.",Formerly Muroor intersection,Yes,80,None,3
Abu Dhabi,Al Madina Police Station,2012,October,19-10-12,Abu Dhabi,Internal road,1.0012E+11,19,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP16 IntersectionKhalifa Bin Zayed - Rashed Bin Saeed Al-Maktoum,IP16 IntersectionKhalifa Bin Zayed - Rashed Bin Saeed Al-Maktoum,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Pakistan,Y,Driver,Driver's seat,Minor,35,M,Male,35,31 to 45 years,Oct,Asian States,Friday,16:35,PM,31 to 45 years,1,Markaziya (Gharb),Block 11-2,112,"5102.                  After examining and inspecting the accident site, the following was noted: The vehicle causing the accident was traveling from south to north in the intersection to the west while the two damaged vehicles were traveling from north to south at the intersection and while the vehicles were traveling and due to Bypassing the red traffic light by the driver of the vehicle causing the accident, the left side of the vehicle collided with the right front side of the first damaged vehicle, then the left side of the second damaged vehicle collided with the right side of the first damaged vehicle, while the vehicle causing the accident rushed forward and its front side collided with the lamp post according to the picture in the chart. As a result of the accident, the Driver sustained minor injuries, broken concrete lamp post, and material damage to the vehicles.",Abduljalil Mosque Roundabout,Yes,60,None,4
Abu Dhabi,Shaabiya Police Station,2012,October,20-10-12,Abu Dhabi,Internal road,1.0012E+11,20,Third week,Traffic accident with injuries,Exceeding speed limit,1,Hazaa Bin Zayed Al Awal Street (11),Hazaa Bin Zayed Al Awal Street (11),Bridge / Tunnel,Bridge,day,clear,Dry,Not on Intersection,Hitting a stationary object on the road,Lebanon,N,Driver,Driver's seat,Death,19,F,Female,19,18 to 30 years,Oct,Arab States,Saturday,14:29,PM,18 to 30 years,1,Not Identified,Not Identified,23,"5103.                  After examining and inspecting the accident site, the following was noted: The vehicle causing the accident was traveling from the south towards the north inside Al Reem Island and taking the second lane from the left and while it was traveling and ascending the bridge, and due to the excessive speed, the Driver lost control, which led the vehicle to drift and rotate in a semicircular shape for a distance of 39 meters, where the front left side collided with the concrete barrier of the bridge and as a result of the force of the collision the vehicle flew for a distance of 16 meters and collided again with the concrete barrier of the bridge and hit the lighting pole next to the bridge and continued drifting over the barrier and then got off of it and rushed for a distance of 45 meters and settled against the direction of traffic in the right lane, where the vehicle was on fire immediately after the accident while the vehicle Driver was inside. The accident resulted in the death of the driver, severe material damage to the vehicle and damage to state property. According to the plan, the accident occurred",Al Reem Island Bridge,No,60,None,4
Abu Dhabi,Shaabiya Police Station,2012,October,21-10-12,Abu Dhabi,Internal road,1.0012E+11,21,Third week,Traffic accident with injuries,Not leaving enough space,1,Rashed Bin Saeed Al-Maktoum Street (2),Rashed Bin Saeed Al-Maktoum Street (2),Commercial area,Double road,day,clear,Dry,Not on or around 20 meters,Rear collision,Palestine,Y,Driver,Driver's seat,Minor,66,M,Male,66,Above 60,Oct,Arab States,Sunday,9:15,AM,Above 60,1,Mushrif,Block 18-1,14,"5104.                  After examining and inspecting the accident site, the following was noted: While the Driver was the vehicle causing the accident coming from west towards the east and taking the far-left lane, and while the damaged vehicles were coming in the same direction as the accident-causing vehicle in the same lane, and because not enough distance was left by the Driver of the vehicle causing the accident, the front side of the vehicle collided with the rear of the first damaged vehicle, causing it to collide with the vehicles ahead. The accident resulted in the injury of the driver, and he was taken to the hospital to take the necessary treatment. Vehicles were also damaged.","Mushrif area, Airport Street, Pepsi Cola intersection",Yes,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,October,21-10-12,Abu Dhabi,Internal road,1.0012E+11,21,Third week,Traffic accident with injuries,Ignoring road lane,1,Street Kaser Al Amwaj (Marina Mall),Street Kaser Al Amwaj (Marina Mall),Commercial area,Double road,day,clear,Dry,Not on or around 20 meters,Perpendicular collision,Sweden,N,Driver,Driver's seat,Minor,45,F,Female,45,31 to 45 years,Oct,Other,Sunday,11:01,AM,31 to 45 years,1,Ras Al Akhdar,Block 91-2,88,"5105.                  After examining and inspecting the accident site, the following was noted: While the damaged vehicle and the causing vehicle were coming from the south towards the north, the damaged vehicle was traveling in the far right lane and the causing vehicle was traveling in the middle lane, and because of the failure of the causing vehicle to follow the obligatory lane, its front right side collided with the front left side of the damaged vehicle, and then the damaged vehicle drifted and collided with a tree off the road, and the accident resulted in the injury of the driver of the damaged vehicle with a minor injury and material damage to both vehicles.","The accident occurred on Corniche Street, Alkasir area (Marina Mall)",No,60,None,3
Abu Dhabi,Khaldiya Police Station,2012,October,22-10-12,Abu Dhabi,Internal road,1.0012E+11,22,Fourth week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,IP135 IntersectionArabian Gulf - Al Saada,IP135 IntersectionArabian Gulf - Al Saada,Residential area,Highway,night - enough lights,clear,Dry,Perpendicular Intersection,Rear collision,Somalia,N,Passenger,Back passenger seat,Minor,24,F,Female,24,18 to 30 years,Oct,Arab States,Monday,1:01,PM,18 to 30 years,1,Mushrif,Block 79-2,134,"5106.                  After examining and inspecting the accident site, the following was noted: While the vehicle causing the accident and the damaged vehicle were coming from the east towards the west and taking the right lane of the road, where the causing vehicle was behind and the damaged vehicle in front, and because of not leaving enough space and driving the vehicle in an abnormal condition by the driver who caused the accident, the front side of the vehicle causing vehicle collided with the rear side of the damaged vehicle, according to the chart, the accident occurred.",Arabian Gulf Street - Intersection of Saeed bin Tahnoun,No,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,October,22-10-12,Abu Dhabi,Internal road,1.0012E+11,22,Fourth week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,IP135 IntersectionArabian Gulf - Al Saada,IP135 IntersectionArabian Gulf - Al Saada,Residential area,Highway,night - enough lights,clear,Dry,Perpendicular Intersection,Rear collision,UAE,N,Driver,Driver's seat,Severe,20,M,Male,20,18 to 30 years,Oct,UAE,Monday,1:01,PM,18 to 30 years,1,Mushrif,Block 79-2,134,"5107.                  After examining and inspecting the accident site, the following was noted: While the vehicle causing the accident and the damaged vehicle were coming from the east towards the west and taking the right lane of the road, where the causing vehicle was behind and the damaged vehicle in front, and because of not leaving enough space and driving the vehicle in an abnormal condition by the driver who caused the accident, the front side of the vehicle causing vehicle collided with the rear side of the damaged vehicle, according to the chart, the accident occurred.",Arabian Gulf Street - Intersection of Saeed bin Tahnoun,No,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,October,22-10-12,Abu Dhabi,Internal road,1.0012E+11,22,Fourth week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,IP135 IntersectionArabian Gulf - Al Saada,IP135 IntersectionArabian Gulf - Al Saada,Residential area,Highway,night - enough lights,clear,Dry,Perpendicular Intersection,Rear collision,Somalia,N,Passenger,Back passenger seat,Minor,27,F,Female,27,18 to 30 years,Oct,Arab States,Monday,1:01,PM,18 to 30 years,1,Mushrif,Block 79-2,134,"5108.                  After examining and inspecting the accident site, the following was noted: While the vehicle causing the accident and the damaged vehicle were coming from the east towards the west and taking the right lane of the road, where the causing vehicle was behind and the damaged vehicle in front, and because of not leaving enough space and driving the vehicle in an abnormal condition by the driver who caused the accident, the front side of the vehicle causing vehicle collided with the rear side of the damaged vehicle, according to the chart, the accident occurred.",Arabian Gulf Street - Intersection of Saeed bin Tahnoun,No,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,October,22-10-12,Abu Dhabi,Internal road,1.0012E+11,22,Fourth week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,IP135 IntersectionArabian Gulf - Al Saada,IP135 IntersectionArabian Gulf - Al Saada,Residential area,Highway,night - enough lights,clear,Dry,Perpendicular Intersection,Rear collision,Somalia,Y,Driver,Driver's seat,Minor,63,M,Male,63,Above 60,Oct,Arab States,Monday,1:01,PM,Above 60,1,Mushrif,Block 79-2,134,"5109.                  After examining and inspecting the accident site, the following was noted: While the vehicle causing the accident and the damaged vehicle were coming from the east towards the west and taking the right lane of the road, where the causing vehicle was behind and the damaged vehicle in front, and because of not leaving enough space and driving the vehicle in an abnormal condition by the driver who caused the accident, the front side of the vehicle causing vehicle collided with the rear side of the damaged vehicle, according to the chart, the accident occurred.",Arabian Gulf Street - Intersection of Saeed bin Tahnoun,Yes,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,October,22-10-12,Abu Dhabi,Internal road,1.0012E+11,22,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Jordan,N,Passenger,Front passenger seat,Minor,29,M,Male,29,18 to 30 years,Oct,Arab States,Monday,1:35,PM,18 to 30 years,1,Mushrif,Block 24-2,188,"5110.                  After examining and inspecting the accident site, the following was noted: While the vehicle causing the accident was coming from the west and turned north, taking the first lane from the left side, and the damaged vehicle was coming from the east toward the west, taking the second lane from the left, and because of Bypassing the red Traffic light from the Driver of the vehicle causing the accident, the right side collided with the front side of the damaged vehicle, and the accident resulted in material damage to the vehicles and the accident was planned","Al-Mushrif area, Airport Street, the intersection of the Kuwaiti embassy",No,60,None,3
Abu Dhabi,Khaldiya Police Station,2012,October,22-10-12,Abu Dhabi,Internal road,1.0012E+11,22,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Syria,Y,Passenger,Front passenger seat,Minor,19,M,Male,19,18 to 30 years,Oct,Arab States,Monday,1:35,PM,18 to 30 years,1,Mushrif,Block 24-2,188,"5111.                  After examining and inspecting the accident site, the following was noted: While the vehicle causing the accident was coming from the west and turned north, taking the first lane from the left side, and the damaged vehicle was coming from the east toward the west, taking the second lane from the left, and because of Bypassing the red Traffic light from the Driver of the vehicle causing the accident, the right side collided with the front side of the damaged vehicle, and the accident resulted in material damage to the vehicles and the accident was planned","Al-Mushrif area, Airport Street, the intersection of the Kuwaiti embassy",Yes,60,None,3
